step, flag_perc, avg_face_degree, polydispersity, avg_volume, time
foam60, 100.0, 13.732, 0.0404792285064699, 1.047824447712913, 1.57
foam61, 100.0, 13.724, 0.04219809134089458, 1.0479451469970926, 1.59
foam62, 100.0, 13.714, 0.04312632084769619, 1.0478023719469785, 1.6
foam63, 100.0, 13.712, 0.044021681385207456, 1.0478224839704944, 1.61
foam64, 99.8, 13.708, 0.04497954052310993, 1.0485349066214655, 1.62
foam65, 99.8, 13.698, 0.0460867484708829, 1.0487419487938725, 1.63
foam66, 99.8, 13.694, 0.04713423949771989, 1.048892693494749, 1.64
foam67, 99.8, 13.682, 0.04928426117000351, 1.0480597417095683, 1.66
foam68, 99.8, 13.678, 0.050430177808715726, 1.0484918996809525, 1.67
foam69, 99.8, 13.674, 0.05157640156791499, 1.0487363246805028, 1.68
foam70, 100.0, 13.662, 0.0539606314045189, 1.0480797893199019, 1.7
foam71, 100.0, 13.654, 0.05527713524160305, 1.0479844318371387, 1.71
foam72, 100.0, 13.638, 0.056725047738256595, 1.0476071591282121, 1.72
foam73, 100.0, 13.63, 0.05804458717954031, 1.0475036725638893, 1.73
foam74, 100.0, 13.626, 0.05940220546257091, 1.0475672453753466, 1.74
foam75, 100.0, 13.618, 0.060769981894646996, 1.047711070819976, 1.75
foam76, 100.0, 13.604, 0.062340909670350886, 1.0480690008560998, 1.76
foam77, 100.0, 13.6, 0.06385627464473398, 1.0486169918637496, 1.77
foam78, 100.0, 13.592, 0.06538289085590399, 1.0478738588371483, 1.78
foam79, 100.0, 13.576, 0.0669878460457618, 1.047783360194562, 1.79
foam80, 100.0, 13.562, 0.06862346867865465, 1.0479319440158883, 1.8
foam81, 100.0, 13.556, 0.07029326917380563, 1.0474924734217106, 1.81
foam82, 100.0, 13.55, 0.07194475840802417, 1.0474940452301096, 1.82
foam83, 100.0, 13.546, 0.07360661754413544, 1.047500101809714, 1.83
foam84, 99.3, 13.526, 0.07566212473827094, 1.0470215376132659, 1.84
foam85, 99.3, 13.52, 0.07743761055388387, 1.0470953999206627, 1.85
foam86, 99.3, 13.518, 0.07915714246407224, 1.0458326046924304, 1.86
foam87, 98.8, 13.502, 0.08100512437591201, 1.0458306638983625, 1.87
foam88, 98.6, 13.496, 0.08287019612169177, 1.0459219725544366, 1.88
foam89, 99.09909909909909, 13.497497497497497, 0.08387590688825974, 1.047312125922752, 1.88703
foam90, 99.2992992992993, 13.491491491491491, 0.08579730727381274, 1.0474080409877748, 1.89703
foam91, 99.4994994994995, 13.46946946946947, 0.08787089688783523, 1.0473390606569288, 1.90703
foam92, 99.4994994994995, 13.443443443443444, 0.09010487641277742, 1.047134318502303, 1.91703
foam93, 99.09909909909909, 13.431431431431431, 0.09246390239915114, 1.0466076586050181, 1.92703
foam94, 99.29859719438878, 13.424849699398798, 0.09408505127951217, 1.0472287043853512, 1.93601
foam95, 99.49899799599199, 13.39879759519038, 0.09642988115379558, 1.0473126821537564, 1.94601
foam96, 99.6993987975952, 13.38877755511022, 0.09884676102013823, 1.047273932107991, 1.95601
foam97, 99.19839679358718, 13.37875751503006, 0.10115141876924616, 1.0473064724339372, 1.96601
foam98, 98.69739478957916, 13.358717434869739, 0.10360772599859702, 1.0472961531576055, 1.97601
foam99, 98.19639278557113, 13.342685370741483, 0.10607571047157438, 1.0467943439654654, 1.98601
foam100, 97.29458917835672, 13.32865731462926, 0.10857836500628015, 1.0470236534493478, 1.99601
foam101, 97.09418837675351, 13.324649298597194, 0.11100755078551816, 1.0471050392412347, 2.00601
foam102, 96.59318637274549, 13.306613226452907, 0.11362462888009128, 1.0470606025121312, 2.01601
foam103, 97.0912738214644, 13.303911735205617, 0.11494021622427009, 1.0479633113523221, 2.02251
foam104, 97.59036144578313, 13.299196787148594, 0.11669973047029636, 1.0488940676640797, 2.02978
foam105, 97.08835341365462, 13.289156626506024, 0.11939603316912639, 1.048989272792662, 2.03978
foam106, 97.08835341365462, 13.28714859437751, 0.12204228344413282, 1.0490984548266555, 2.04978
foam107, 96.5863453815261, 13.259036144578314, 0.12509958037626934, 1.0482108575127105, 2.05978
foam108, 96.4824120603015, 13.248241206030151, 0.12644639603785812, 1.0492134802228184, 2.06547
foam109, 95.37688442211055, 13.228140703517587, 0.12937839761184322, 1.0485359146109974, 2.07547
foam110, 95.37223340040242, 13.215291750503019, 0.13115374560643134, 1.049588875812008, 2.08275
foam111, 93.66197183098592, 13.179074446680081, 0.13434950042013782, 1.0504543196349465, 2.09275
foam112, 93.66197183098592, 13.16297786720322, 0.13737425350834642, 1.0504858331904314, 2.10275
foam113, 93.56136820925553, 13.158953722334005, 0.14037293122318872, 1.0507190165918552, 2.11275
foam114, 92.25352112676056, 13.13682092555332, 0.14352557064522053, 1.051332765685222, 2.12275
foam115, 91.44008056394763, 13.129909365558913, 0.14581081778354799, 1.0524637327912638, 2.13071
foam116, 91.73387096774194, 13.110887096774194, 0.1478010907739864, 1.053037989393369, 2.13734
foam117, 90.12096774193549, 13.07258064516129, 0.15125396729954832, 1.0533612026138328, 2.14734
foam118, 90.40404040404042, 13.06868686868687, 0.1530694174571754, 1.0550457518509246, 2.15498
foam119, 90.2834008097166, 13.04655870445344, 0.15577020817702358, 1.0573018758634953, 2.16465
foam120, 90.27355623100304, 13.043566362715298, 0.15733330161441894, 1.0559658967818013, 2.16929
foam121, 89.65517241379311, 13.038539553752535, 0.1577291752313872, 1.057239090236179, 2.17166
foam122, 88.64097363083164, 13.028397565922921, 0.16112550738642306, 1.0573932059511655, 2.18166
foam123, 86.20689655172413, 12.98580121703854, 0.16480046740429644, 1.0580745899436612, 2.19166
foam124, 85.78680203045685, 12.97258883248731, 0.16536743560677758, 1.0597180927810306, 2.19455
foam125, 86.1788617886179, 12.975609756097562, 0.1662528730088717, 1.0609580109216823, 2.19825
foam126, 86.1788617886179, 12.975609756097562, 0.16626704615223487, 1.0609369501620416, 2.19825
foam127, 85.75788402848423, 12.960325534079349, 0.16980785491486516, 1.0623041065493273, 2.20855
foam128, 86.0488798370672, 12.965376782077392, 0.17061318205179643, 1.0635289719247822, 2.21189
foam129, 86.44240570846075, 12.966360856269112, 0.17171590577360463, 1.0646100185866278, 2.216
foam130, 86.73469387755102, 12.965306122448979, 0.17186057341598282, 1.0654939610222331, 2.2175
foam131, 86.21041879468847, 12.954034729315628, 0.17405641644859982, 1.066862718431525, 2.22445
foam132, 85.26100307062437, 12.93756397134084, 0.17653199147260157, 1.0682749433066892, 2.23265
foam133, 85.65573770491804, 12.940573770491802, 0.17614422472308466, 1.0693166682541715, 2.23271
foam134, 86.05128205128206, 12.943589743589744, 0.1768616948691355, 1.070325869985025, 2.2358
foam135, 85.52361396303901, 12.940451745379876, 0.17806234488512773, 1.071329982912357, 2.23988
foam136, 86.21399176954732, 12.930041152263374, 0.18003597179564457, 1.07330393163218, 2.24708
foam137, 85.78784757981462, 12.924819773429455, 0.18106314563047965, 1.074469419510776, 2.2509
foam138, 84.82972136222911, 12.89576883384933, 0.18233598507127535, 1.0773139204176632, 2.2556
foam139, 85.31540847983455, 12.889348500517062, 0.18392364369057534, 1.079705310092938, 2.26126
foam140, 85.80310880829015, 12.876683937823834, 0.18664940790164875, 1.0816696942258603, 2.27017
foam141, 84.87046632124353, 12.864248704663213, 0.19068387155116429, 1.0817980789456296, 2.28017
foam142, 85.06224066390041, 12.850622406639005, 0.19215779140187284, 1.0828356916807373, 2.28457
foam143, 85.25441329179647, 12.849428868120457, 0.19349309572516238, 1.0841320540464503, 2.289
foam144, 85.23908523908524, 12.829521829521829, 0.19409873136130784, 1.08647551688212, 2.29143
foam145, 85.625, 12.827083333333333, 0.1962889874796916, 1.0891140729817321, 2.29894
foam146, 85.38622129436325, 12.820459290187891, 0.19885627802347283, 1.0919578193404975, 2.30716
foam147, 85.16196447230931, 12.808777429467085, 0.20028944446915542, 1.093340485299561, 2.31136
foam148, 85.6694560669456, 12.809623430962343, 0.2005618363149897, 1.0946798061554324, 2.31304
foam149, 84.92146596858639, 12.8, 0.2007436776500089, 1.096047922350988, 2.31433
foam150, 83.12368972746332, 12.750524109014675, 0.20721737787867944, 1.0957975549133436, 2.32936
foam151, 83.42077649527808, 12.740818467995803, 0.20947911087538906, 1.0975695207458533, 2.33568
foam152, 82.98319327731093, 12.733193277310924, 0.21200861276518568, 1.0989827580809994, 2.34245
foam153, 83.38590956887487, 12.736067297581494, 0.21253936569306187, 1.099328407668933, 2.34426
foam154, 83.45626975763962, 12.737618545837725, 0.2143405761860604, 1.1018325303944443, 2.35027
foam155, 83.22784810126582, 12.725738396624472, 0.2174650962112794, 1.1030590563251397, 2.3576
foam156, 83.73812038014783, 12.730728616684265, 0.21800869972754056, 1.1043183318212757, 2.35987
foam157, 83.40380549682875, 12.720930232558139, 0.2183756411003399, 1.1055681409527311, 2.36134
foam158, 81.9047619047619, 12.704761904761904, 0.2189843395201032, 1.1065320962872172, 2.36324
foam159, 83.12101910828027, 12.713375796178344, 0.2220217953874719, 1.1102430987009864, 2.37318
foam160, 81.6631130063966, 12.671641791044776, 0.2279085755979775, 1.1195353221174542, 2.38832
foam161, 79.91452991452992, 12.649572649572649, 0.2319756038498142, 1.1224799402113323, 2.39863
foam162, 79.1220556745182, 12.62526766595289, 0.23290394834952055, 1.1246146043352803, 2.40207
foam163, 79.16219119226639, 12.610096670247046, 0.23616861798208255, 1.1279201043696536, 2.41144
foam164, 79.24731182795699, 12.608602150537635, 0.2382797488021089, 1.1292276662110732, 2.41694
foam165, 78.79440258342304, 12.594187298170075, 0.23989174708699412, 1.1307201492918704, 2.42127
foam166, 78.66379310344827, 12.579741379310345, 0.2402601568290892, 1.131642219936382, 2.4227
foam167, 78.83369330453563, 12.576673866090713, 0.2415922123787071, 1.1345343952125773, 2.4275
foam168, 76.43243243243244, 12.54054054054054, 0.2429333217808145, 1.1344428356216902, 2.43065
foam169, 75.86580086580086, 12.515151515151516, 0.24472692255736272, 1.1334805918270612, 2.43065
foam170, 76.57266811279827, 12.51409978308026, 0.24734715790634687, 1.1347226964796766, 2.44037
foam171, 75.46145494028231, 12.501628664495113, 0.24969507860516793, 1.1361283506985667, 2.44635
foam172, 74.75516866158868, 12.489662676822633, 0.2524417745089236, 1.138755808711161, 2.45246
foam173, 74.61873638344227, 12.466230936819173, 0.25366158269897565, 1.1445675292771391, 2.45791
foam174, 74.70010905125409, 12.468920392584515, 0.2538304307903674, 1.1460724886552305, 2.45919
foam175, 75.21929824561403, 12.464912280701755, 0.25649347333690664, 1.1528225337170743, 2.46957
foam176, 75.30186608122942, 12.46761800219539, 0.25783602311569975, 1.1540626698119218, 2.47328
foam177, 73.75964718853363, 12.460859977949283, 0.2609305566676434, 1.1600706929657838, 2.48318
foam178, 74.33628318584071, 12.460176991150442, 0.2624072121848928, 1.1599202542354838, 2.48847
foam179, 74.52934662236987, 12.460686600221484, 0.26358360503242273, 1.1613588424909767, 2.49174
foam180, 73.39246119733924, 12.41019955654102, 0.2672321148384518, 1.16041209493528, 2.49884
foam181, 73.69589345172031, 12.415094339622641, 0.26777340865948207, 1.1618021884375085, 2.5009
foam182, 73.33333333333333, 12.413333333333334, 0.26839282847207047, 1.1632949095701883, 2.503
foam183, 72.79821627647715, 12.403567447045708, 0.27081027378481615, 1.1669376791013533, 2.50992
foam184, 71.95530726256983, 12.388826815642458, 0.27334266787780925, 1.169467315753254, 2.51661
foam185, 72.6457399103139, 12.396860986547086, 0.27418240904900126, 1.1737727803312585, 2.52102
foam186, 73.03370786516854, 12.364044943820225, 0.27611836761027875, 1.176224948757591, 2.52628
foam187, 73.05524239007892, 12.35174746335964, 0.2806159708702931, 1.1800265528061584, 2.5369
foam188, 73.52941176470588, 12.352941176470589, 0.28238740379895844, 1.1844116287849231, 2.54314
foam189, 73.38618346545867, 12.34881087202718, 0.28347203015198374, 1.185360202636662, 2.54554
foam190, 73.38618346545867, 12.346545866364666, 0.2835349115016619, 1.185296361670853, 2.54554
foam191, 73.46938775510205, 12.335600907029479, 0.2852978374817077, 1.186407062552952, 2.54939
foam192, 73.18181818181819, 12.336363636363636, 0.28811428978960896, 1.1895180302355908, 2.55373
foam193, 71.0376282782212, 12.289623717217788, 0.2917181510556712, 1.191782426720284, 2.56484
foam194, 70.09132420091323, 12.262557077625571, 0.2933519264215805, 1.1925370957314927, 2.56833
foam195, 70.1492537313433, 12.261768082663606, 0.2969622172744515, 1.1998504309805955, 2.57885
foam196, 70.22988505747126, 12.259770114942528, 0.296705552477156, 1.2010674118208506, 2.5793
foam197, 69.47004608294931, 12.248847926267281, 0.2982182649554259, 1.2040644495634782, 2.58366
foam198, 69.01734104046243, 12.254335260115607, 0.2989954967652819, 1.2084385041637267, 2.58835
foam199, 71.29521586931156, 12.289381563593933, 0.29888453790984504, 1.2199042968349678, 2.59568
foam200, 70.69167643610785, 12.293083235638921, 0.301129331601389, 1.225859948851362, 2.60372
foam201, 70.10550996483002, 12.283704572098475, 0.30117545751901664, 1.2257659966612084, 2.60372
foam202, 69.9177438307873, 12.263219741480611, 0.3034092799335488, 1.2284023647933817, 2.61003
foam203, 70.47058823529412, 12.268235294117646, 0.30354461134421173, 1.2295856160089376, 2.61112
foam204, 71.02473498233216, 12.27090694935218, 0.30408005484217426, 1.2312516096674073, 2.61301
foam205, 71.78276269185359, 12.278630460448642, 0.30521420064197424, 1.233701183452266, 2.61689
foam206, 72.42603550295857, 12.257988165680473, 0.30669054699954246, 1.2373415403602983, 2.62103
foam207, 72.27488151658767, 12.25829383886256, 0.3065238056886108, 1.2386394047133809, 2.62193
foam208, 71.10582639714626, 12.23305588585018, 0.3094752330941555, 1.2422746141872447, 2.62938
foam209, 71.07142857142857, 12.235714285714286, 0.3113450326064229, 1.2434434989841263, 2.63342
foam210, 70.08343265792611, 12.224076281287246, 0.3113573018825795, 1.2448298361841796, 2.63446
foam211, 68.50299401197604, 12.21317365269461, 0.31342612091421485, 1.2512573608019044, 2.64152
foam212, 68.26347305389223, 12.196407185628743, 0.31358154646197844, 1.251083607758001, 2.64152
foam213, 68.15440289505428, 12.17611580217129, 0.31642182216252746, 1.2610023134326083, 2.65211
foam214, 68.408262454435, 12.179829890643985, 0.31797273010020555, 1.270797424484004, 2.66053
foam215, 68.61313868613139, 12.180048661800486, 0.3175388583103007, 1.2720577619554334, 2.66062
foam216, 67.15506715506714, 12.16117216117216, 0.32158496654505875, 1.2765951776615463, 2.67025
foam217, 65.85067319461444, 12.141982864137088, 0.32260134319309963, 1.2793855924833883, 2.67361
foam218, 65.1105651105651, 12.13022113022113, 0.32654722717563756, 1.2845075134049246, 2.68322
foam219, 65.68265682656826, 12.13530135301353, 0.326891025328615, 1.2859913443836073, 2.68484
foam220, 64.40049443757727, 12.140914709517924, 0.3284436204929204, 1.2926839099922025, 2.69045
foam221, 62.406947890818856, 12.11166253101737, 0.32942120260698404, 1.2963365795374564, 2.69483
foam222, 61.36645962732919, 12.057142857142857, 0.3328789156367862, 1.2974230370301114, 2.70107
foam223, 62.421972534332085, 12.062421972534333, 0.3366420104143588, 1.304475931677615, 2.71165
foam224, 62.5, 12.0475, 0.3374486909043244, 1.3062540343834936, 2.71377
foam225, 61.702127659574465, 12.040050062578223, 0.33738912508035046, 1.3079479015118725, 2.71454
foam226, 61.73149309912171, 12.037641154328734, 0.3379488885134596, 1.310685242662642, 2.71662
foam227, 60.75471698113207, 12.025157232704403, 0.3388754224431705, 1.3144251362591248, 2.71953
foam228, 59.2686002522068, 12.010088272383355, 0.34062120416804276, 1.3177305497925509, 2.72409
foam229, 60.05089058524173, 12.030534351145038, 0.34156538886876775, 1.328684008976939, 2.7324
foam230, 60.43533930857875, 12.038412291933419, 0.3421555735739119, 1.3374535026590073, 2.73848
foam231, 59.795134443021766, 12.02304737516005, 0.3422829475373461, 1.3373998568889294, 2.73848
foam232, 61.36950904392765, 12.054263565891473, 0.3448014023656234, 1.3500663606158148, 2.74957
foam233, 59.32642487046632, 12.025906735751295, 0.3459099532946781, 1.3540012670167534, 2.75326
foam234, 59.53307392996109, 12.025940337224384, 0.34793518805315626, 1.3560708823779062, 2.7577
foam235, 59.87012987012987, 12.03116883116883, 0.347674569599701, 1.3577927585491276, 2.75839
foam236, 60.07802340702211, 12.020806241872561, 0.3496025151848221, 1.360263705643118, 2.76284
foam237, 60.104302477183836, 12.026075619295959, 0.3507517717164106, 1.3641832469748763, 2.76702
foam238, 59.268929503916446, 12.023498694516972, 0.35169783955553835, 1.3661833211070977, 2.76947
foam239, 59.34640522875817, 12.026143790849673, 0.3513163929448617, 1.367968312690603, 2.76978
foam240, 60.31537450722734, 12.036793692509855, 0.3526157353388226, 1.375471790739146, 2.77575
foam241, 61.44736842105263, 12.044736842105262, 0.35235823801505073, 1.3772749738769825, 2.77641
foam242, 61.772486772486765, 12.047619047619047, 0.3520031928028744, 1.382716089967015, 2.77843
foam243, 62.201591511936336, 12.042440318302388, 0.3528486538604072, 1.3868594867422865, 2.78197
foam244, 62.81540504648074, 12.050464807436919, 0.35266845247132284, 1.3886181898749002, 2.7826
foam245, 62.36702127659575, 12.023936170212766, 0.35340849669230456, 1.390748535438547, 2.78471
foam246, 62.133333333333326, 12.024, 0.35404973898752634, 1.3945296666227522, 2.78792
foam247, 62.88798920377868, 12.029689608636977, 0.3548153977891162, 1.4102356310853312, 2.79877
foam248, 63.108108108108105, 12.024324324324324, 0.35484269412805003, 1.4113412995782122, 2.79944
foam249, 63.05818673883626, 12.027063599458728, 0.3551555263307722, 1.4133455608606982, 2.80107
foam250, 63.45108695652174, 12.03804347826087, 0.3546242036734215, 1.419029536964999, 2.80324
foam251, 63.53741496598639, 12.043537414965986, 0.3540277065680506, 1.420903728565095, 2.80336
foam252, 63.6986301369863, 12.054794520547945, 0.354123515655697, 1.4301334855278078, 2.80855
foam253, 62.86107290233838, 12.052269601100413, 0.35659695994913276, 1.4356276979895666, 2.81557
foam254, 61.94444444444444, 12.022222222222222, 0.3583067159746869, 1.4493551968117957, 2.82531
foam255, 58.88111888111888, 11.944055944055943, 0.36596130547629335, 1.4579391259087782, 2.84125
foam256, 59.103641456582636, 11.946778711484594, 0.36704486034935924, 1.4598570777250968, 2.84418
foam257, 59.103641456582636, 11.946778711484594, 0.3670574398402979, 1.459828356805072, 2.84418
foam258, 58.93108298171589, 11.952180028129396, 0.37001722516259905, 1.4663462269709657, 2.85272
foam259, 59.29577464788732, 11.943661971830986, 0.3718815952294916, 1.4685712019533201, 2.85702
foam260, 59.37940761636107, 11.940761636107194, 0.37210678279060794, 1.4712566100868292, 2.85887
foam261, 59.09732016925246, 11.93511988716502, 0.3719730148077529, 1.4709265396711286, 2.85887
