cell_tetrahedron, cell_prism_3, cell_cube, cell_prism_5, cell_config_1, cell_config_2, cell_config_3, cell_config_4, cell_config_5, cell_config_6, cell_config_7, cell_config_8, cell_config_9, cell_dodecahedron, cell_config_10, cell_config_11, cell_config_12, cell_config_13, cell_config_14, cell_config_15, cell_config_16, cell_config_17, cell_config_18, cell_config_19, all_cells, all_combinatorial_types
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 3, 118, 27, 69, 65, 37, 23, 36, 50, 43, 26, 25, 20, 1000, 160
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 2, 116, 28, 67, 63, 35, 25, 37, 50, 44, 26, 25, 20, 1000, 161
0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8, 2, 115, 28, 64, 59, 34, 25, 38, 52, 44, 28, 24, 21, 1000, 168
0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8, 4, 112, 29, 65, 58, 33, 25, 37, 48, 44, 27, 26, 22, 1000, 170
0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8, 4, 110, 29, 65, 56, 33, 25, 38, 49, 44, 27, 28, 22, 1000, 171
0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8, 4, 110, 29, 64, 56, 33, 25, 38, 49, 44, 27, 29, 22, 1000, 173
0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 9, 4, 109, 29, 63, 56, 33, 25, 38, 48, 44, 27, 29, 22, 1000, 175
0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 9, 5, 108, 28, 62, 56, 32, 25, 37, 48, 44, 26, 30, 22, 1000, 176
0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 10, 5, 107, 28, 62, 56, 32, 26, 37, 48, 44, 25, 30, 21, 1000, 177
0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 11, 5, 107, 28, 60, 53, 32, 25, 34, 46, 45, 25, 30, 21, 1000, 178
0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 9, 5, 106, 28, 58, 52, 32, 26, 34, 46, 46, 24, 31, 19, 1000, 183
0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 9, 5, 104, 28, 58, 53, 32, 26, 34, 46, 46, 23, 32, 19, 1000, 185
0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 9, 5, 102, 28, 57, 53, 32, 26, 36, 46, 46, 23, 31, 19, 1000, 187
0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 9, 5, 102, 28, 57, 53, 32, 26, 37, 44, 46, 23, 32, 18, 1000, 190
0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 12, 5, 101, 30, 56, 53, 33, 26, 37, 44, 46, 24, 32, 18, 1000, 190
0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 12, 6, 101, 31, 55, 54, 32, 29, 36, 43, 43, 21, 36, 17, 1000, 191
0, 0, 0, 0, 1, 0, 0, 4, 0, 2, 12, 7, 101, 31, 53, 54, 32, 28, 36, 42, 42, 21, 36, 18, 1000, 192
0, 0, 0, 0, 1, 0, 0, 4, 0, 2, 13, 7, 100, 30, 53, 52, 33, 26, 35, 42, 41, 21, 38, 18, 1000, 195
0, 0, 0, 0, 1, 1, 0, 4, 0, 3, 13, 8, 96, 33, 53, 49, 33, 26, 35, 38, 40, 20, 38, 16, 1000, 203
0, 0, 0, 0, 2, 1, 0, 6, 0, 4, 15, 9, 97, 32, 50, 47, 32, 26, 33, 38, 40, 19, 36, 16, 1000, 208
0, 0, 0, 0, 2, 1, 0, 6, 0, 4, 15, 9, 96, 32, 49, 47, 32, 26, 33, 36, 40, 19, 37, 16, 1000, 209
0, 0, 0, 0, 2, 1, 0, 6, 0, 4, 15, 10, 95, 32, 49, 47, 32, 26, 33, 36, 40, 18, 37, 16, 1000, 212
0, 0, 0, 0, 2, 1, 0, 6, 1, 5, 17, 9, 94, 32, 49, 47, 32, 26, 32, 37, 39, 17, 34, 15, 1000, 217
0, 0, 0, 0, 3, 1, 0, 7, 1, 5, 18, 9, 92, 32, 47, 46, 31, 27, 31, 36, 39, 17, 35, 16, 1000, 220
0, 0, 0, 0, 3, 1, 0, 8, 1, 5, 19, 8, 92, 32, 47, 46, 31, 25, 31, 35, 38, 17, 34, 16, 1000, 223
0, 0, 0, 0, 3, 1, 1, 8, 2, 5, 19, 7, 91, 32, 46, 45, 32, 25, 29, 34, 38, 17, 36, 17, 1000, 224
0, 0, 0, 0, 3, 1, 1, 9, 2, 5, 20, 7, 92, 33, 45, 45, 31, 28, 30, 34, 37, 16, 34, 17, 1000, 221
0, 0, 0, 0, 4, 0, 1, 9, 2, 5, 22, 6, 92, 31, 47, 43, 30, 28, 26, 36, 36, 16, 39, 16, 1000, 222
0, 0, 0, 0, 4, 0, 1, 9, 3, 6, 22, 5, 92, 31, 45, 43, 30, 28, 26, 35, 37, 16, 39, 16, 1000, 226
0, 0, 0, 0, 4, 0, 1, 10, 3, 8, 19, 5, 91, 30, 45, 43, 29, 27, 26, 33, 37, 16, 40, 13, 1000, 234
0, 0, 1, 0, 3, 1, 1, 10, 3, 8, 19, 5, 89, 30, 44, 46, 29, 27, 26, 33, 37, 15, 40, 13, 1000, 239
0, 0, 2, 0, 2, 2, 2, 11, 4, 8, 19, 4, 91, 30, 45, 44, 29, 25, 26, 33, 35, 14, 40, 13, 1000, 237
0, 0, 2, 0, 2, 4, 2, 11, 4, 10, 23, 6, 92, 29, 42, 44, 25, 22, 28, 33, 30, 14, 38, 17, 1000, 244
0, 0, 2, 0, 2, 4, 2, 11, 4, 11, 21, 7, 88, 30, 43, 42, 25, 21, 27, 32, 30, 15, 42, 16, 1000, 242
0, 0, 2, 0, 2, 4, 2, 15, 5, 12, 21, 7, 88, 29, 40, 40, 24, 19, 27, 29, 31, 16, 44, 15, 1000, 247
0, 0, 2, 0, 2, 4, 2, 16, 5, 12, 21, 6, 87, 30, 39, 40, 24, 19, 27, 29, 32, 16, 43, 15, 1000, 250
0, 0, 2, 0, 2, 5, 3, 16, 5, 13, 22, 8, 88, 30, 37, 40, 24, 22, 26, 27, 32, 17, 41, 15, 1000, 251
0, 0, 2, 0, 2, 7, 3, 15, 5, 13, 22, 8, 84, 28, 38, 39, 25, 24, 26, 27, 30, 16, 44, 17, 1000, 253
0, 0, 2, 0, 2, 9, 4, 15, 4, 13, 24, 8, 85, 27, 37, 39, 24, 24, 25, 28, 32, 16, 44, 19, 1000, 261
0, 0, 3, 0, 1, 9, 4, 15, 3, 15, 23, 9, 85, 28, 37, 39, 23, 24, 24, 28, 32, 16, 45, 19, 1000, 263
0, 0, 3, 0, 1, 10, 4, 15, 3, 14, 23, 9, 85, 28, 36, 39, 22, 22, 24, 29, 32, 16, 46, 19, 1000, 266
0, 0, 3, 0, 1, 12, 4, 16, 3, 13, 25, 10, 83, 29, 34, 37, 20, 25, 20, 29, 31, 16, 44, 18, 1000, 269
0, 0, 3, 0, 2, 13, 4, 17, 3, 14, 23, 11, 83, 29, 33, 37, 20, 24, 20, 28, 29, 16, 44, 20, 1000, 271
0, 0, 3, 0, 4, 12, 4, 19, 5, 17, 23, 11, 81, 30, 33, 39, 20, 25, 20, 27, 29, 14, 42, 21, 1000, 275
0, 0, 3, 0, 4, 13, 4, 18, 5, 17, 26, 11, 81, 30, 33, 39, 19, 25, 20, 28, 29, 13, 39, 21, 1000, 278
0, 0, 3, 0, 4, 14, 4, 18, 5, 16, 28, 11, 80, 30, 33, 39, 18, 24, 19, 28, 29, 13, 37, 20, 1000, 279
0, 0, 4, 0, 5, 14, 5, 19, 4, 17, 29, 12, 80, 29, 32, 39, 19, 23, 17, 27, 25, 13, 34, 18, 1000, 287
0, 0, 4, 2, 5, 14, 4, 20, 4, 19, 29, 13, 78, 29, 29, 39, 20, 22, 17, 28, 24, 13, 32, 17, 1000, 289
0, 0, 4, 3, 5, 18, 4, 23, 6, 17, 32, 12, 73, 26, 28, 33, 18, 20, 16, 28, 21, 13, 37, 18, 1000, 294
0, 0, 4, 3, 5, 22, 4, 21, 7, 14, 34, 14, 68, 27, 28, 33, 16, 18, 15, 26, 21, 13, 36, 18, 1000, 300
0, 0, 4, 3, 6, 21, 5, 21, 7, 15, 34, 14, 68, 27, 28, 32, 16, 15, 17, 28, 21, 12, 37, 15, 1000, 303
0, 0, 4, 3, 8, 21, 5, 23, 8, 17, 36, 17, 63, 27, 28, 31, 16, 13, 16, 32, 20, 13, 39, 15, 1000, 307
0, 0, 4, 3, 8, 23, 5, 22, 8, 16, 38, 17, 63, 27, 28, 31, 17, 13, 16, 32, 19, 12, 38, 15, 1000, 310
0, 0, 4, 3, 9, 27, 7, 17, 10, 17, 39, 16, 60, 26, 28, 31, 17, 12, 16, 32, 17, 12, 39, 15, 1000, 316
0, 0, 4, 3, 11, 26, 7, 18, 11, 17, 38, 19, 58, 26, 28, 27, 16, 11, 15, 33, 16, 12, 40, 14, 1000, 317
0, 0, 4, 3, 11, 27, 7, 18, 9, 17, 40, 19, 60, 26, 28, 27, 15, 11, 14, 32, 15, 11, 37, 13, 1000, 318
0, 0, 5, 5, 10, 26, 6, 19, 9, 19, 41, 21, 60, 27, 28, 27, 15, 12, 10, 28, 17, 10, 33, 13, 1000, 323
0, 0, 7, 6, 9, 25, 5, 22, 9, 19, 44, 22, 59, 25, 27, 28, 15, 13, 11, 28, 14, 8, 33, 15, 1000, 330
0, 0, 8, 8, 11, 29, 5, 25, 10, 22, 38, 26, 59, 24, 24, 26, 17, 14, 13, 23, 16, 9, 33, 13, 1000, 343
0, 0, 9, 9, 11, 31, 4, 23, 9, 22, 41, 26, 58, 24, 24, 24, 17, 15, 11, 23, 17, 9, 31, 13, 1000, 342
0, 0, 10, 9, 12, 32, 4, 25, 10, 22, 46, 25, 59, 24, 23, 23, 16, 16, 10, 23, 18, 8, 26, 13, 1000, 350
0, 0, 10, 10, 13, 31, 3, 25, 11, 23, 46, 24, 56, 24, 23, 24, 16, 16, 10, 24, 16, 8, 26, 12, 1000, 352
0, 0, 10, 10, 15, 33, 1, 26, 11, 24, 43, 24, 56, 24, 23, 26, 15, 16, 10, 24, 15, 8, 25, 12, 1000, 357
0, 0, 10, 10, 18, 31, 4, 26, 12, 23, 45, 22, 52, 22, 21, 28, 15, 14, 9, 22, 12, 8, 28, 13, 1000, 355
1, 0, 11, 9, 21, 32, 4, 27, 11, 23, 46, 24, 49, 22, 20, 25, 16, 14, 11, 22, 11, 8, 28, 13, 1000, 360
1, 0, 11, 9, 23, 31, 6, 25, 11, 24, 47, 25, 43, 23, 17, 24, 16, 16, 11, 22, 11, 10, 28, 15, 1000, 364
3, 0, 9, 9, 25, 31, 7, 24, 11, 23, 50, 25, 41, 21, 14, 24, 16, 15, 12, 22, 12, 9, 30, 13, 1000, 372
3, 0, 12, 11, 24, 32, 6, 25, 12, 19, 48, 25, 37, 20, 14, 24, 13, 15, 13, 23, 12, 8, 32, 13, 1000, 375
2, 0, 13, 10, 25, 36, 6, 26, 12, 22, 48, 22, 39, 20, 10, 25, 12, 14, 13, 22, 12, 8, 29, 13, 999, 380
1, 0, 13, 10, 27, 34, 6, 26, 12, 22, 48, 23, 39, 19, 10, 26, 12, 14, 13, 22, 11, 8, 30, 12, 998, 378
0, 0, 13, 11, 26, 34, 7, 26, 12, 25, 45, 22, 39, 17, 11, 24, 12, 13, 12, 21, 11, 9, 31, 12, 997, 379
1, 0, 15, 10, 28, 33, 8, 25, 9, 26, 43, 23, 39, 18, 11, 22, 13, 13, 13, 21, 11, 9, 30, 13, 997, 384
1, 1, 15, 9, 29, 35, 8, 25, 9, 26, 44, 23, 39, 17, 11, 23, 13, 12, 13, 20, 11, 8, 30, 14, 997, 385
1, 2, 15, 8, 31, 33, 8, 27, 10, 27, 44, 21, 36, 16, 10, 22, 12, 12, 12, 22, 11, 8, 30, 14, 997, 383
1, 2, 17, 11, 29, 34, 12, 26, 13, 26, 45, 19, 37, 16, 10, 21, 11, 10, 13, 23, 10, 7, 30, 14, 997, 383
1, 2, 17, 13, 31, 34, 11, 26, 15, 26, 44, 17, 36, 16, 10, 21, 11, 9, 12, 23, 10, 7, 32, 13, 997, 387
1, 2, 19, 13, 35, 32, 12, 29, 14, 26, 43, 17, 33, 15, 9, 21, 10, 9, 13, 26, 10, 7, 33, 11, 997, 393
3, 1, 18, 13, 38, 31, 12, 33, 14, 26, 42, 17, 32, 15, 11, 17, 9, 8, 10, 22, 12, 6, 35, 14, 997, 399
5, 0, 19, 12, 39, 32, 11, 34, 16, 26, 41, 16, 33, 14, 10, 17, 8, 7, 11, 20, 13, 5, 36, 16, 997, 397
5, 0, 20, 13, 42, 35, 13, 35, 17, 23, 38, 19, 31, 12, 10, 16, 7, 7, 11, 19, 13, 5, 37, 16, 997, 399
6, 0, 21, 13, 45, 34, 12, 37, 15, 22, 38, 20, 29, 11, 10, 16, 6, 7, 11, 17, 12, 5, 36, 13, 997, 399
8, 1, 21, 12, 48, 34, 12, 37, 16, 22, 37, 18, 29, 11, 10, 13, 4, 8, 11, 15, 12, 5, 35, 12, 997, 407
8, 1, 21, 14, 48, 33, 13, 37, 15, 22, 38, 18, 30, 11, 11, 13, 4, 7, 11, 14, 12, 4, 35, 12, 997, 400
8, 1, 26, 16, 43, 34, 18, 38, 14, 23, 39, 22, 21, 8, 15, 15, 3, 5, 12, 16, 11, 2, 32, 13, 997, 407
8, 1, 30, 15, 42, 37, 17, 37, 15, 22, 41, 19, 21, 8, 15, 14, 6, 5, 12, 17, 11, 2, 29, 11, 996, 406
10, 0, 29, 19, 41, 38, 16, 38, 14, 20, 41, 19, 20, 7, 16, 14, 6, 4, 11, 16, 11, 2, 30, 10, 996, 412
12, 0, 30, 20, 42, 42, 15, 36, 15, 19, 38, 21, 19, 7, 16, 13, 6, 3, 11, 18, 9, 2, 27, 10, 996, 418
13, 0, 30, 21, 41, 46, 15, 37, 15, 18, 41, 20, 20, 6, 12, 14, 6, 2, 9, 21, 10, 1, 26, 10, 995, 415
12, 0, 31, 20, 43, 46, 15, 38, 16, 18, 42, 19, 19, 5, 13, 14, 7, 2, 9, 19, 8, 1, 26, 10, 994, 410
12, 0, 32, 20, 43, 45, 16, 39, 16, 17, 43, 18, 19, 5, 13, 14, 7, 2, 9, 20, 8, 1, 24, 10, 994, 409
12, 0, 33, 22, 47, 46, 18, 38, 17, 13, 48, 14, 20, 5, 14, 15, 4, 2, 9, 21, 8, 1, 21, 11, 992, 416
12, 0, 34, 22, 47, 48, 19, 37, 14, 14, 47, 15, 20, 5, 14, 16, 4, 2, 9, 21, 8, 0, 21, 11, 992, 414
13, 0, 33, 22, 48, 49, 19, 36, 14, 15, 47, 15, 21, 5, 14, 15, 4, 2, 9, 21, 8, 0, 22, 11, 992, 413
13, 0, 32, 22, 53, 48, 19, 39, 13, 16, 45, 16, 22, 5, 13, 13, 4, 3, 8, 21, 7, 0, 21, 12, 991, 417
12, 0, 35, 25, 54, 46, 19, 42, 14, 15, 42, 16, 22, 5, 12, 12, 4, 3, 8, 16, 8, 0, 23, 9, 990, 419
12, 0, 36, 24, 55, 48, 16, 43, 15, 12, 41, 17, 20, 5, 10, 13, 4, 3, 7, 17, 8, 0, 24, 8, 989, 422
13, 2, 40, 24, 58, 48, 11, 37, 16, 18, 39, 17, 20, 4, 9, 10, 3, 1, 8, 17, 6, 0, 24, 7, 988, 428
13, 2, 41, 28, 56, 49, 12, 36, 16, 16, 38, 18, 19, 4, 9, 11, 3, 1, 7, 18, 6, 0, 24, 7, 988, 430
13, 3, 42, 25, 55, 50, 13, 36, 16, 16, 39, 17, 19, 4, 10, 10, 3, 1, 7, 21, 5, 0, 22, 8, 986, 429
13, 3, 43, 24, 54, 52, 14, 36, 17, 16, 38, 17, 19, 4, 11, 10, 2, 1, 7, 21, 5, 0, 22, 7, 985, 430
12, 3, 42, 26, 53, 53, 15, 35, 16, 15, 38, 17, 18, 4, 11, 10, 2, 1, 7, 21, 5, 0, 22, 7, 983, 429
13, 2, 42, 27, 52, 53, 17, 34, 15, 18, 36, 17, 17, 4, 10, 11, 2, 1, 6, 20, 6, 0, 22, 7, 982, 433
16, 1, 41, 29, 57, 48, 18, 36, 15, 18, 33, 16, 14, 6, 9, 13, 1, 2, 5, 17, 6, 0, 21, 7, 982, 431
15, 1, 41, 29, 57, 49, 18, 35, 15, 19, 31, 17, 14, 6, 9, 12, 1, 2, 5, 17, 5, 0, 21, 7, 981, 431
16, 2, 43, 33, 53, 54, 22, 33, 19, 15, 29, 19, 13, 7, 5, 15, 0, 2, 5, 13, 5, 0, 18, 9, 980, 422
17, 3, 42, 37, 51, 52, 23, 31, 18, 16, 28, 20, 12, 8, 5, 14, 0, 2, 4, 14, 5, 0, 19, 8, 980, 424
16, 3, 43, 37, 51, 55, 22, 29, 19, 16, 29, 19, 12, 8, 5, 14, 0, 2, 4, 13, 5, 0, 17, 8, 979, 421
17, 2, 43, 37, 58, 52, 21, 30, 19, 17, 31, 18, 12, 8, 7, 15, 1, 2, 4, 14, 3, 0, 18, 7, 978, 422
17, 2, 43, 39, 59, 52, 19, 28, 19, 17, 31, 19, 13, 8, 8, 15, 1, 2, 4, 14, 3, 0, 18, 7, 978, 422
16, 2, 46, 38, 58, 53, 19, 29, 18, 17, 31, 21, 13, 8, 11, 14, 0, 2, 4, 15, 2, 0, 18, 5, 976, 419
16, 2, 49, 34, 57, 52, 19, 28, 20, 18, 33, 19, 11, 8, 10, 14, 0, 5, 4, 16, 3, 1, 20, 5, 974, 420
18, 2, 47, 35, 59, 52, 18, 28, 20, 17, 34, 19, 10, 7, 9, 14, 0, 5, 4, 17, 3, 1, 21, 4, 974, 423
18, 2, 50, 36, 56, 53, 19, 26, 19, 22, 30, 19, 10, 7, 8, 13, 1, 4, 5, 19, 2, 2, 24, 5, 973, 425
20, 1, 52, 39, 56, 54, 18, 26, 18, 21, 29, 19, 9, 7, 7, 9, 1, 4, 5, 17, 3, 2, 23, 4, 973, 434
21, 3, 55, 40, 56, 48, 20, 28, 17, 20, 33, 20, 9, 6, 8, 9, 1, 3, 6, 12, 3, 2, 22, 4, 973, 432
20, 2, 58, 40, 57, 50, 20, 27, 21, 22, 34, 17, 10, 6, 7, 9, 1, 4, 5, 13, 3, 2, 18, 5, 971, 432
18, 2, 61, 40, 60, 49, 18, 27, 20, 22, 35, 17, 11, 6, 7, 9, 1, 4, 5, 12, 3, 2, 18, 5, 969, 431
18, 2, 64, 40, 59, 50, 18, 26, 20, 24, 29, 19, 10, 5, 8, 7, 1, 4, 4, 13, 3, 2, 18, 7, 967, 418
21, 2, 66, 40, 62, 44, 17, 27, 21, 24, 28, 22, 9, 4, 8, 7, 1, 3, 3, 10, 3, 1, 20, 8, 965, 420
22, 1, 63, 42, 68, 41, 18, 30, 17, 26, 23, 20, 8, 5, 9, 7, 1, 3, 4, 10, 2, 1, 19, 8, 962, 419
21, 1, 66, 44, 63, 44, 17, 31, 14, 26, 25, 18, 9, 5, 7, 7, 1, 3, 4, 9, 3, 1, 15, 8, 958, 424
23, 2, 65, 45, 63, 44, 17, 33, 12, 26, 24, 19, 10, 5, 7, 7, 1, 1, 5, 10, 2, 1, 14, 7, 957, 422
27, 1, 71, 47, 57, 47, 19, 29, 11, 23, 23, 23, 12, 5, 7, 6, 1, 0, 5, 10, 2, 1, 13, 6, 956, 422
28, 2, 71, 48, 59, 46, 17, 29, 9, 22, 22, 24, 12, 5, 7, 6, 1, 1, 4, 10, 2, 1, 15, 6, 954, 419
27, 2, 72, 48, 60, 47, 17, 30, 9, 21, 21, 24, 11, 6, 7, 6, 1, 1, 4, 11, 2, 1, 14, 6, 953, 415
28, 3, 72, 47, 60, 48, 17, 31, 11, 21, 21, 23, 11, 5, 6, 5, 1, 1, 4, 10, 2, 1, 14, 8, 953, 421
27, 3, 72, 47, 60, 48, 17, 31, 10, 21, 21, 24, 11, 5, 6, 5, 1, 1, 4, 10, 2, 1, 14, 8, 952, 418
33, 5, 76, 47, 59, 47, 16, 34, 8, 19, 22, 24, 11, 4, 6, 1, 2, 1, 4, 6, 1, 2, 12, 6, 950, 431
34, 4, 76, 49, 58, 49, 17, 32, 8, 19, 21, 25, 11, 4, 6, 1, 2, 1, 4, 6, 0, 2, 11, 6, 949, 426
33, 5, 78, 52, 57, 48, 16, 34, 8, 18, 19, 23, 13, 3, 5, 1, 2, 2, 2, 8, 0, 1, 10, 6, 946, 424
32, 5, 82, 50, 60, 47, 14, 35, 8, 15, 19, 23, 13, 3, 5, 1, 2, 2, 2, 7, 0, 1, 11, 6, 944, 426
36, 6, 77, 52, 61, 45, 12, 35, 7, 18, 16, 23, 13, 4, 4, 1, 3, 3, 2, 7, 0, 1, 10, 6, 942, 420
35, 7, 76, 55, 62, 45, 11, 32, 9, 19, 18, 25, 11, 4, 4, 1, 4, 3, 1, 6, 0, 1, 8, 5, 940, 423
34, 7, 76, 55, 62, 46, 10, 31, 11, 20, 17, 24, 11, 4, 4, 1, 4, 3, 1, 6, 0, 1, 7, 5, 939, 424
33, 7, 76, 56, 61, 45, 10, 32, 13, 20, 16, 25, 11, 4, 4, 1, 4, 3, 1, 6, 0, 1, 7, 5, 938, 424
32, 7, 77, 58, 58, 46, 10, 32, 14, 19, 16, 24, 11, 4, 4, 1, 4, 3, 1, 5, 0, 1, 7, 5, 937, 423
32, 8, 78, 55, 59, 46, 12, 31, 14, 18, 17, 24, 11, 4, 5, 1, 4, 3, 1, 5, 0, 1, 7, 5, 936, 423
33, 7, 82, 57, 54, 48, 13, 30, 16, 19, 17, 20, 8, 4, 5, 1, 3, 1, 1, 6, 0, 1, 8, 5, 933, 420
41, 10, 78, 57, 54, 49, 12, 27, 14, 17, 16, 18, 9, 5, 5, 2, 2, 2, 1, 5, 0, 1, 6, 5, 931, 423
41, 9, 79, 57, 54, 49, 14, 25, 15, 18, 16, 18, 9, 5, 5, 2, 2, 2, 1, 5, 0, 1, 6, 5, 930, 420
42, 9, 76, 60, 53, 49, 15, 25, 15, 18, 16, 18, 9, 5, 5, 2, 2, 2, 1, 5, 0, 1, 6, 5, 929, 421
43, 10, 73, 61, 53, 49, 15, 24, 15, 17, 16, 19, 9, 5, 4, 2, 1, 2, 2, 5, 0, 1, 6, 5, 928, 421
42, 10, 75, 61, 52, 48, 18, 23, 14, 17, 15, 19, 7, 5, 3, 2, 0, 2, 2, 7, 1, 1, 7, 4, 926, 422
43, 9, 74, 63, 55, 46, 19, 22, 10, 17, 15, 20, 7, 5, 3, 2, 0, 2, 2, 7, 1, 1, 7, 4, 925, 419
46, 9, 79, 61, 58, 49, 20, 17, 10, 19, 14, 19, 6, 4, 2, 2, 1, 2, 4, 1, 1, 1, 9, 4, 924, 425
45, 10, 80, 62, 55, 50, 22, 13, 9, 19, 14, 20, 6, 4, 2, 2, 1, 2, 4, 1, 1, 1, 9, 4, 923, 429
49, 10, 80, 60, 57, 50, 22, 12, 10, 17, 15, 19, 3, 4, 2, 2, 1, 2, 4, 2, 0, 1, 8, 3, 920, 426
52, 11, 83, 54, 59, 51, 23, 10, 10, 17, 14, 18, 4, 5, 2, 1, 1, 3, 4, 2, 0, 1, 8, 5, 918, 419
53, 9, 84, 54, 59, 50, 23, 11, 12, 17, 14, 18, 4, 5, 2, 1, 1, 3, 4, 2, 0, 1, 8, 5, 917, 421
50, 9, 85, 54, 58, 50, 23, 12, 12, 17, 15, 18, 4, 5, 3, 1, 1, 3, 4, 2, 0, 1, 8, 5, 914, 418
45, 13, 84, 56, 61, 52, 21, 12, 12, 15, 13, 19, 4, 5, 3, 0, 1, 3, 4, 1, 0, 1, 8, 5, 911, 418
46, 12, 84, 56, 60, 51, 21, 13, 12, 15, 11, 19, 4, 5, 3, 0, 1, 3, 3, 1, 0, 1, 8, 5, 910, 421
49, 10, 82, 56, 60, 52, 20, 14, 13, 16, 12, 19, 4, 5, 3, 0, 1, 3, 3, 1, 0, 1, 8, 5, 906, 412
49, 9, 83, 55, 60, 52, 20, 14, 13, 15, 13, 18, 5, 5, 2, 0, 1, 3, 3, 1, 0, 1, 8, 5, 905, 412
48, 8, 85, 54, 59, 49, 20, 15, 13, 15, 14, 19, 7, 5, 1, 0, 1, 3, 3, 1, 0, 1, 8, 4, 901, 412
48, 8, 84, 55, 60, 49, 20, 15, 13, 15, 14, 19, 5, 5, 2, 0, 1, 3, 3, 1, 0, 1, 9, 4, 901, 412
