#  foam_annealed3_s2.fe
  D_time     energy      minL    scale         p cells
    0.8800  5.2723889  0.000107   2.2742  0.009170  1000
    0.8800  5.2723083  0.070843  29.4650  0.009170  1000
    0.8900  5.2715262  0.067879  39.1216  0.009381  1000
    0.9000  5.2707362  0.009513  12.3264  0.009596  1000
    0.9000  5.2707175  0.066632  32.6433  0.009596  1000
    0.9100  5.2699246  0.062422  40.3733  0.009815  1000
    0.9200  5.2691232  0.000152   1.7245  0.010036  1000
    0.9200  5.2690964  0.061095  30.6920  0.010036  1000
    0.9300  5.2683026  0.006227  15.8139  0.010261  1000
    0.9300  5.2682773  0.000418   5.8700  0.010261  1000
    0.9300  5.2682389  0.058611  28.9005  0.010261  1000
    0.9400  5.2674264  0.054251  29.9593  0.010490  1000
    0.9500  5.2666036  0.034926  23.2013  0.010722  1000
    0.9600  5.2657796  0.006653   5.9002  0.010958  1000
    0.9600  5.2657114  0.000598   9.1948  0.010958  1000
    0.9600  5.2656398  0.002927  13.5205  0.010958  1000
    0.9600  5.2655922  0.059221  21.8860  0.010958  1000
    0.9700  5.2647761  0.003653  21.3807  0.011199  1000
    0.9700  5.2648388  0.006426   8.6776  0.011199  1000
    0.9700  5.2646846  0.000322   5.5036  0.011199  1000
    0.9700  5.2646459  0.061375  29.1484  0.011199  1000
    0.9800  5.2637988  0.001433  10.1793  0.011444  1000
    0.9800  5.2637657  0.075196  20.5258  0.011444  1000
    0.9900  5.2629004  0.070393  30.9017  0.011693  1000
    1.0000  5.2620252  0.064374  14.4492  0.011946  1000
    1.0100  5.2611468  0.002572  21.2832  0.012203  1000
    1.0100  5.2612522  0.006355  24.9313  0.012203  1000
    1.0100  5.2610947  0.044019  28.2700  0.012203  1000
    1.0200  5.2602434  0.001013  12.6550  0.012464  1000
    1.0200  5.2601385  0.052449  31.8451  0.012464  1000
    1.0300  5.2592499  0.001825  11.9967  0.012730  1000
    1.0300  5.2593002  0.006326   7.1721  0.012730  1000
    1.0300  5.2591044  0.034228  36.4112  0.012730  1000
    1.0400  5.2582134  0.005378  22.7383  0.013001  1000
    1.0400  5.2581721  0.000922  10.0887  0.013001  1000
    1.0400  5.2581323  0.073847  30.2097  0.013001  1000
    1.0500  5.2572087  0.001103  13.7101  0.013276  1000
    1.0500  5.2571806  0.062743  33.4121  0.013276  1000
    1.0600  5.2562533  0.000574   7.5661  0.013556  1000
    1.0600  5.2562320  0.000634   6.8333  0.013556  1000
    1.0600  5.2563656  0.006247  18.2424  0.013556  1000
    1.0600  5.2561598  0.052162  33.1823  0.013556  1000
    1.0700  5.2552185  0.002491  14.0522  0.013841  1000
    1.0700  5.2552622  0.006505  11.5181  0.013841  1000
    1.0700  5.2550327  0.050450  30.0372  0.013841  1000
    1.0800  5.2540728  0.001338   9.1296  0.014131  1000
    1.0800  5.2539863  0.000448   1.5425  0.014131  1000
    1.0800  5.2539224  0.063256  26.3967  0.014131  1000
    1.0900  5.2529595  0.005075  17.3503  0.014426  1000
    1.0900  5.2529125  0.001595  12.6726  0.014426  1000
    1.0900  5.2528488  0.066587  19.9121  0.014426  1000
    1.1000  5.2518474  0.000235   3.0243  0.014727  1000
    1.1000  5.2518267  0.058006  18.7296  0.014727  1000
    1.1100  5.2508173  0.046989  21.4873  0.015032  1000
    1.1200  5.2497948  0.028860  17.4525  0.015342  1000
    1.1300  5.2487695  0.007445  14.1606  0.015656  1000
    1.1300  5.2485917  0.000588   5.9616  0.015656  1000
    1.1300  5.2485462  0.048974  23.3839  0.015656  1000
    1.1400  5.2474993  0.000614   4.5340  0.015977  1000
    1.1400  5.2475870  0.006798   9.5346  0.015977  1000
    1.1400  5.2473982  0.006639  21.3915  0.015977  1000
    1.1400  5.2473486  0.054911  18.1899  0.015977  1000
    1.1500  5.2462955  0.001611  11.3086  0.016304  1000
    1.1500  5.2462326  0.050999  20.5289  0.016304  1000
    1.1600  5.2451505  0.036370  22.4446  0.016637  1000
    1.1700  5.2440585  0.000438   3.2076  0.016975  1000
    1.1700  5.2441372  0.006515   8.5414  0.016975  1000
    1.1700  5.2439488  0.004073  18.3629  0.016975  1000
    1.1700  5.2438544  0.005733  16.7512  0.016975  1000
    1.1700  5.2438002  0.051311  25.8255  0.016975  1000
    1.1800  5.2426780  0.043474  24.3830  0.017321  1000
    1.1900  5.2415450  0.009812  23.7648  0.017671  1000
    1.1900  5.2415517  0.006262   8.6435  0.017671  1000
    1.1900  5.2413995  0.002671  14.5593  0.017671  1000
    1.1900  5.2413776  0.003502  19.8831  0.017671  1000
    1.1900  5.2413267  0.006529  20.4182  0.017671  1000
    1.1900  5.2412701  0.053421  27.8998  0.017671  1000
    1.2000  5.2401112  0.044677  17.1461  0.018030  1000
    1.2100  5.2389389  0.001961  13.9292  0.018394  1000
    1.2100  5.2389724  0.008298  11.7234  0.018394  1000
    1.2100  5.2387911  0.005092  16.3263  0.018394  1000
    1.2100  5.2386856  0.006735   7.7836  0.018394  1000
    1.2100  5.2384578  0.001217   8.1613  0.018394  1000
    1.2100  5.2384152  0.040376  21.7354  0.018394  1000
    1.2200  5.2372242  0.001850  13.6430  0.018770  1000
    1.2200  5.2372031  0.004996   9.9814  0.018770  1000
    1.2200  5.2367954  0.002160  11.7923  0.018770  1000
    1.2200  5.2367781  0.001525   7.8274  0.018770  1000
    1.2200  5.2366333  0.000507   9.2954  0.018770  1000
    1.2200  5.2365826  0.060218  29.5380  0.018770  1000
    1.2300  5.2353273  0.001737  10.4782  0.019158  1000
    1.2300  5.2352706  0.005345  14.9317  0.019158  1000
    1.2300  5.2350192  0.000441   6.0385  0.019158  1000
    1.2300  5.2349383  0.051121  18.2802  0.019158  1000
    1.2400  5.2336405  0.002190  14.0122  0.019555  1000
    1.2400  5.2335832  0.049060  23.8554  0.019555  1000
    1.2500  5.2322458  0.045097  27.9162  0.019959  1000
    1.2600  5.2308945  0.031658  23.4818  0.020368  1000
    1.2700  5.2295368  0.009042  18.6042  0.020784  1000
    1.2700  5.2293983  0.006559  17.3347  0.020784  1000
    1.2700  5.2292258  0.008797  20.5520  0.020784  1000
    1.2700  5.2290654  0.004417   6.0653  0.020784  1000
    1.2700  5.2289978  0.001567  12.7665  0.020784  1000
    1.2700  5.2289405  0.049716  25.6034  0.020784  1000
    1.2800  5.2275475  0.001190   8.0237  0.021209  1000
    1.2800  5.2274581  0.008620   8.8482  0.021209  1000
    1.2800  5.2271137  0.000448   7.9111  0.021209  1000
    1.2800  5.2271623  0.004338   7.6973  0.021209  1000
    1.2800  5.2269760  0.000281   3.5728  0.021209  1000
    1.2800  5.2269548  0.045063  29.9789  0.021209  1000
    1.2900  5.2255126  0.005175  19.2967  0.021647  1000
    1.2900  5.2255051  0.003003   3.7977  0.021647  1000
    1.2900  5.2253515  0.000731   5.9004  0.021647  1000
    1.2900  5.2253286  0.052150  28.0319  0.021647  1000
    1.3000  5.2238748  0.002914  15.5982  0.022093  1000
    1.3000  5.2237986  0.005901  11.8985  0.022093  1000
    1.3000  5.2236534  0.060707  24.2190  0.022093  1000
    1.3100  5.2221429  0.000816   7.4319  0.022549  1000
    1.3100  5.2222652  0.004464  11.8799  0.022549  1000
    1.3100  5.2220590  0.000659   3.9644  0.022549  1000
    1.3100  5.2221424  0.008766  10.1183  0.022549  1000
    1.3100  5.2220765  0.006622  22.0926  0.022549  1000
    1.3100  5.2219267  0.045675  28.1180  0.022549  1000
    1.3200  5.2203905  0.002465   9.8446  0.023014  1000
    1.3200  5.2201843  0.000893   9.8458  0.023014  1000
    1.3200  5.2197979  0.007020  24.7182  0.023014  1000
    1.3200  5.2196586  0.046188  23.3001  0.023014  1000
    1.3300  5.2180507  0.001195  11.3919  0.023494  1000
    1.3300  5.2181277  0.009036  13.4894  0.023494  1000
    1.3300  5.2180063  0.005787  22.6565  0.023494  1000
    1.3300  5.2180062  0.005887  12.2869  0.023494  1000
    1.3300  5.2177720  0.061692  18.3267  0.023494  1000
    1.3400  5.2161225  0.047252  23.4547  0.023984  1000
    1.3500  5.2144580  0.000440   4.1720  0.024480  1000
    1.3500  5.2143950  0.000467   5.8458  0.024480  1000
    1.3500  5.2143301  0.046440  22.6115  0.024480  1000
    1.3600  5.2126789  0.004509  18.7858  0.024987  1000
    1.3600  5.2127181  0.006535  13.7847  0.024987  1000
    1.3600  5.2124596  0.006500  20.5909  0.024987  1000
    1.3600  5.2125678  0.004970  17.8900  0.024987  1000
    1.3600  5.2123955  0.033240  12.6057  0.024987  1000
    1.3700  5.2106867  0.005198  24.5696  0.025503  1000
    1.3700  5.2106924  0.006164   9.7933  0.025503  1000
    1.3700  5.2103459  0.042611  21.4267  0.025503  1000
    1.3800  5.2086020  0.002847  14.3387  0.026029  1000
    1.3800  5.2083025  0.007068   8.5903  0.026029  1000
    1.3800  5.2080871  0.001769  14.4598  0.026029  1000
    1.3800  5.2079729  0.044638  22.6531  0.026029  1000
    1.3900  5.2061896  0.003797  14.5870  0.026573  1000
    1.3900  5.2061087  0.002144  10.0158  0.026573  1000
    1.3900  5.2061235  0.005693   8.6090  0.026573  1000
    1.3900  5.2059534  0.002478  14.6449  0.026573  1000
    1.3900  5.2059057  0.000688   6.2124  0.026573  1000
    1.3900  5.2057649  0.000169   2.0591  0.026573  1000
    1.3900  5.2057361  0.047683  28.9490  0.026573  1000
    1.4000  5.2038922  0.005278  29.3571  0.027128  1000
    1.4000  5.2038639  0.005788  15.9846  0.027128  1000
    1.4000  5.2036920  0.001321  12.5742  0.027128  1000
    1.4000  5.2036244  0.008436   9.0237  0.027128  1000
    1.4000  5.2033357  0.020049  18.3327  0.027128  1000
    1.4100  5.2014424  0.005098  22.2630  0.027697  1000
    1.4100  5.2014702  0.006245  11.4038  0.027697  1000
    1.4100  5.2012482  0.002559  16.8729  0.027697  1000
    1.4100  5.2012104  0.007081  24.5593  0.027697  1000
    1.4100  5.2012959  0.009610  11.0013  0.027697  1000
    1.4100  5.2011688  0.005893   6.3683  0.027697  1000
    1.4100  5.2009137  0.037485  21.6904  0.027697  1000
    1.4200  5.1989630  0.005862  18.3170  0.028281  1000
    1.4200  5.1986987  0.006650   8.6963  0.028281  1000
    1.4200  5.1985054  0.009110  28.8378  0.028281  1000
    1.4200  5.1985345  0.005972  12.3771  0.028281  1000
    1.4200  5.1983693  0.009200  32.1212  0.028281  1000
    1.4200  5.1983070  0.034243  25.6869  0.028281  1000
    1.4300  5.1962867  0.002443  17.7204  0.028881  1000
    1.4300  5.1960792  0.005303   9.0526  0.028881  1000
    1.4300  5.1955155  0.003436  17.9697  0.028881  1000
    1.4300  5.1954336  0.008482  21.3066  0.028881  1000
    1.4300  5.1952389  0.000253   2.6435  0.028881  1000
    1.4300  5.1951958  0.057226  17.6889  0.028881  1000
    1.4400  5.1930536  0.000739   8.9754  0.029502  1000
    1.4400  5.1930228  0.000864   8.6655  0.029502  1000
    1.4400  5.1929847  0.041153  21.5421  0.029502  1000
    1.4500  5.1908238  0.004243  19.3986  0.030132  1000
    1.4500  5.1906052  0.002294  16.9569  0.030132  1000
    1.4500  5.1905012  0.000611   6.9655  0.030132  1000
    1.4500  5.1904666  0.051799  24.5715  0.030132  1000
    1.4600  5.1882726  0.002868  11.3616  0.030778  1000
    1.4600  5.1881054  0.007158  23.8550  0.030778  1000
    1.4600  5.1879531  0.000474   5.2331  0.030778  1000
    1.4600  5.1878967  0.005332  19.1523  0.030778  1000
    1.4600  5.1879019  0.006606   8.7600  0.030778  1000
    1.4600  5.1876680  0.002382  15.4065  0.030778  1000
    1.4600  5.1875995  0.055572  25.1786  0.030778  1000
    1.4700  5.1852982  0.016492  24.0266  0.031440  1000
    1.4800  5.1829807  0.000546   7.0321  0.032113  1000
    1.4800  5.1829819  0.004382   8.8182  0.032113  1000
    1.4800  5.1829042  0.007261   9.6160  0.032113  1000
    1.4800  5.1828077  0.007153  12.6635  0.032113  1000
    1.4800  5.1826237  0.002747  11.5937  0.032113  1000
    1.4800  5.1826372  0.004237   9.8830  0.032113  1000
    1.4800  5.1822699  0.003335  12.4687  0.032113  1000
    1.4800  5.1822888  0.002745  12.4881  0.032113  1000
    1.4800  5.1821592  0.007731  23.6656  0.032113  1000
    1.4800  5.1820772  0.048537  19.5353  0.032113  1000
    1.4900  5.1797068  0.002094   9.9740  0.032803  1000
    1.4900  5.1794716  0.005225   9.3044  0.032803  1000
    1.4900  5.1789637  0.001187   9.5828  0.032803  1000
    1.4900  5.1789477  0.009787  16.6978  0.032803  1000
    1.4900  5.1788862  0.005009  13.1210  0.032803  1000
    1.4900  5.1787686  0.005765  19.3436  0.032803  1000
    1.4900  5.1787100  0.009541   3.1591  0.032803  1000
    1.4900  5.1785288  0.004939  18.0615  0.032803  1000
    1.4900  5.1785774  0.003401   9.9587  0.032803  1000
    1.4900  5.1782525  0.049585  24.7715  0.032803  1000
    1.5000  5.1757401  0.048303  21.7103  0.033518  1000
    1.5100  5.1732084  0.000720   1.7578  0.034245  1000
    1.5100  5.1732963  0.004301  17.8409  0.034245  1000
    1.5100  5.1732124  0.007171  22.0012  0.034245  1000
    1.5100  5.1730733  0.008802  25.0486  0.034245  1000
    1.5100  5.1730433  0.005320  19.1542  0.034245  1000
    1.5100  5.1729742  0.004893   7.4581  0.034245  1000
    1.5100  5.1726791  0.001656  10.0088  0.034245  1000
    1.5100  5.1726182  0.008897  25.1947  0.034245  1000
    1.5100  5.1723518  0.000358   6.2671  0.034245  1000
    1.5100  5.1723702  0.002706  12.9627  0.034245  1000
    1.5100  5.1722907  0.007016  20.4041  0.034245  1000
    1.5100  5.1722326  0.057609  20.0192  0.034245  1000
    1.5200  5.1696219  0.000085   0.5151  0.034992  1000
    1.5200  5.1695468  0.003108  14.2917  0.034992  1000
    1.5200  5.1694419  0.000419   8.7951  0.034992  1000
    1.5200  5.1695146  0.008478  11.2319  0.034992  1000
    1.5200  5.1693438  0.008169   1.8181  0.034992  1000
    1.5200  5.1692223  0.002707  15.2810  0.034992  1000
    1.5200  5.1690172  0.005974   3.3151  0.034992  1000
    1.5200  5.1688071  0.002050  12.3223  0.034992  1000
    1.5200  5.1687968  0.009807  11.9315  0.034992  1000
    1.5200  5.1685668  0.049840  22.3588  0.034992  1000
    1.5300  5.1658717  0.001727   8.3926  0.035763  1000
    1.5300  5.1656045  0.005676   9.7819  0.035763  1000
    1.5300  5.1652729  0.004794  21.1956  0.035763  1000
    1.5300  5.1651122  0.000941   7.3429  0.035763  1000
    1.5300  5.1650601  0.053127  20.9214  0.035763  1000
    1.5400  5.1622560  0.022445  25.5223  0.036554  1000
    1.5500  5.1594336  0.000212   6.4895  0.037357  1000
    1.5500  5.1594117  0.004044   8.5715  0.037357  1000
    1.5500  5.1589850  0.009567  22.3068  0.037357  1000
    1.5500  5.1588625  0.004505  14.9552  0.037357  1000
    1.5500  5.1589419  0.007434  10.3946  0.037357  1000
    1.5500  5.1587191  0.000811   7.7560  0.037357  1000
    1.5500  5.1587155  0.008929  26.3439  0.037357  1000
    1.5500  5.1586067  0.000316   3.8592  0.037357  1000
    1.5500  5.1585794  0.045090  20.6288  0.037357  1000
    1.5600  5.1557071  0.001521   9.0701  0.038181  1000
    1.5600  5.1556451  0.008126   4.0309  0.038181  1000
    1.5600  5.1555159  0.049205  20.8524  0.038181  1000
    1.5700  5.1526017  0.004318  13.0230  0.039019  1000
    1.5700  5.1525500  0.005158  12.1041  0.039019  1000
    1.5700  5.1520141  0.040975  21.3553  0.039019  1000
    1.5800  5.1490348  0.003127   9.2245  0.039875  1000
    1.5800  5.1489170  0.008129   8.6237  0.039875  1000
    1.5800  5.1486829  0.003515  17.7144  0.039875  1000
    1.5800  5.1485958  0.003314   6.2225  0.039875  1000
    1.5800  5.1484634  0.049797  24.0573  0.039875  1000
    1.5900  5.1454240  0.002623  19.9644  0.040752  1000
    1.5900  5.1454309  0.006204   9.6972  0.040752  1000
    1.5900  5.1451432  0.001922  11.3881  0.040752  1000
    1.5900  5.1451142  0.005309   9.5910  0.040752  1000
    1.5900  5.1449425  0.009466  21.9576  0.040752  1000
    1.5900  5.1448219  0.001209  12.0330  0.040752  1000
    1.5900  5.1447547  0.001265  10.9073  0.040752  1000
    1.5900  5.1448085  0.009682   8.8221  0.040752  1000
    1.5900  5.1446501  0.052125  24.8473  0.040752  1000
    1.6000  5.1415033  0.001636  11.7214  0.041652  1000
    1.6000  5.1415426  0.007969   6.9482  0.041652  1000
    1.6000  5.1414098  0.003943  10.5061  0.041652  1000
    1.6000  5.1411972  0.006777  13.2617  0.041652  1000
    1.6000  5.1408313  0.031802  17.9401  0.041652  1000
    1.6100  5.1376218  0.008383  20.2214  0.042572  1000
    1.6100  5.1372791  0.002288  10.1210  0.042572  1000
    1.6100  5.1368401  0.009034  20.8853  0.042572  1000
    1.6100  5.1366929  0.003428  19.5883  0.042572  1000
    1.6100  5.1365565  0.004292  10.5727  0.042572  1000
    1.6100  5.1362500  0.002868  19.4739  0.042572  1000
    1.6100  5.1360060  0.004013  12.5011  0.042572  1000
    1.6100  5.1356349  0.003326  12.0115  0.042572  1000
    1.6100  5.1357191  0.008264  14.1524  0.042572  1000
    1.6100  5.1355234  0.052249  20.9053  0.042572  1000
    1.6200  5.1320885  0.000692   5.2912  0.043530  1000
    1.6200  5.1320982  0.008411  10.6412  0.043530  1000
    1.6200  5.1319175  0.001062   8.5050  0.043530  1000
    1.6200  5.1318860  0.005287   6.1240  0.043530  1000
    1.6200  5.1317977  0.046245  14.6514  0.043530  1000
    1.6300  5.1283143  0.002066  16.2986  0.044507  1000
    1.6300  5.1282225  0.003589   9.1266  0.044507  1000
    1.6300  5.1277541  0.001913  11.5951  0.044507  1000
    1.6300  5.1277981  0.008389  14.5590  0.044507  1000
    1.6300  5.1276453  0.002927  17.0907  0.044507  1000
    1.6300  5.1276773  0.007038  10.4961  0.044507  1000
    1.6300  5.1274410  0.002702  11.6854  0.044507  1000
    1.6300  5.1274803  0.005330  10.3714  0.044507  1000
    1.6300  5.1273488  0.004494   5.3401  0.044507  1000
    1.6300  5.1272309  0.048016  24.6134  0.044507  1000
    1.6400  5.1236217  0.000856   8.8943  0.045515  1000
    1.6400  5.1235980  0.003821   9.3970  0.045515  1000
    1.6400  5.1231772  0.004161   1.2869  0.045515  1000
    1.6400  5.1231401  0.006096  23.4606  0.045515  1000
    1.6400  5.1231316  0.008334  10.5772  0.045515  1000
    1.6400  5.1229309  0.000802   6.8234  0.045515  1000
    1.6400  5.1229821  0.008636   8.4295  0.045515  1000
    1.6400  5.1226989  0.006466  15.2487  0.045515  1000
    1.6400  5.1226497  0.034357  28.3817  0.045515  1000
    1.6500  5.1189372  0.008444  25.6040  0.046547  1000
    1.6500  5.1188820  0.003801  18.0609  0.046547  1000
    1.6500  5.1187590  0.000759   5.1227  0.046547  1000
    1.6500  5.1187640  0.003757   9.9340  0.046547  1000
    1.6500  5.1184565  0.000954   9.1092  0.046547  1000
    1.6500  5.1183337  0.005099  20.9320  0.046547  1000
    1.6500  5.1182462  0.006049  24.3768  0.046547  1000
    1.6500  5.1182432  0.008668  15.2700  0.046547  1000
    1.6500  5.1180742  0.000150   2.9449  0.046547  1000
    1.6500  5.1181291  0.004011  11.3031  0.046547  1000
    1.6500  5.1178229  0.005728  28.6950  0.046547  1000
    1.6500  5.1177842  0.005574  11.9587  0.046547  1000
    1.6500  5.1176349  0.009816  10.1959  0.046547  1000
    1.6500  5.1174031  0.005597   1.0448  0.046547  1000
    1.6500  5.1173308  0.008191  26.2063  0.046547  1000
    1.6500  5.1171789  0.009774  12.0477  0.046547  1000
    1.6500  5.1169643  0.044716  21.1575  0.046547  1000
    1.6600  5.1130054  0.003354   6.2656  0.047615  1000
    1.6600  5.1131248  0.004282   3.6048  0.047615  1000
    1.6600  5.1129507  0.005327   3.7718  0.047615  1000
    1.6600  5.1127870  0.002145  11.4648  0.047615  1000
    1.6600  5.1126672  0.004758  12.2501  0.047615  1000
    1.6600  5.1125899  0.002466  13.6924  0.047615  1000
    1.6600  5.1125591  0.052293  25.2040  0.047615  1000
    1.6700  5.1086144  0.008109  24.3505  0.048703  1000
    1.6700  5.1085381  0.003434   9.3563  0.048703  1000
    1.6700  5.1081790  0.001934  16.6850  0.048703  1000
    1.6700  5.1080838  0.008933  25.9531  0.048703  1000
    1.6700  5.1080323  0.039215  23.0886  0.048703  1000
    1.6800  5.1040089  0.001670  10.6402  0.049818  1000
    1.6800  5.1039428  0.009472  12.3812  0.049818  1000
    1.6800  5.1037375  0.003159  12.9117  0.049818  1000
    1.6800  5.1035266  0.049134  22.5204  0.049818  1000
    1.6900  5.0994621  0.007796  26.0627  0.050951  1000
    1.6900  5.0993505  0.043034  26.6067  0.050951  1000
    1.7000  5.0952677  0.005548  20.8893  0.052102  1000
    1.7000  5.0952773  0.008218   9.3440  0.052102  1000
    1.7000  5.0950782  0.004881   5.6780  0.052102  1000
    1.7000  5.0949906  0.004138  15.4110  0.052102  1000
    1.7000  5.0949047  0.039568  30.2603  0.052102  1000
    1.7100  5.0907675  0.001237   7.4798  0.053273  1000
    1.7100  5.0907108  0.008921  14.5254  0.053273  1000
    1.7100  5.0906029  0.005457  15.1703  0.053273  1000
    1.7100  5.0904945  0.008341   8.9811  0.053273  1000
