#  foam_annealed3_s6.fe
#
   D_time last_energy       p      <F> #faces   3    4    5    6   7  8  9 10 >10 #cells   4  5  6  7  8  9  10    11  12  13  14  15  16  17  18 19 20   21 22 23 24 24 25 27 28 29 30 >30
   0.0000  5.336938  0.000300  13.8440   6922   4 1082 3878 1904  54  0  0  0   0   1000   0  0  0  0  0  0   0     0  52 285 460 173  30   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
   0.0000  5.330676  0.000300  13.8400   6920   0 1081 3886 1905  48  0  0  0   0   1000   0  0  0  0  0  0   0     0  52 287 459 173  29   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
   0.0000  5.330584  0.000300  13.8400   6920   0 1081 3887 1903  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  52 287 459 173  29   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 1
   0.1300  5.325111  0.000598  13.8400   6920   0 1082 3886 1902  50  0  0  0   0   1000   0  0  0  0  0  0   0     0  52 289 455 175  29   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 2
   0.4200  5.312055  0.002131  13.8400   6920   0 1084 3882 1904  50  0  0  0   0   1000   0  0  0  0  0  0   0     0  53 286 458 174  29   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 3
   0.4300  5.311573  0.002207  13.8400   6920   0 1086 3878 1906  50  0  0  0   0   1000   0  0  0  0  0  0   0     0  53 288 454 176  29   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 4
   0.4800  5.309122  0.002616  13.8400   6920   1 1083 3882 1903  51  0  0  0   0   1000   0  0  0  0  0  0   0     0  54 288 451 178  29   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
   0.4800  5.309110  0.002616  13.8380   6919   0 1081 3887 1902  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  55 288 451 176  30   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
   0.4800  5.308983  0.002619  13.8380   6919   0 1081 3887 1902  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  55 289 449 177  30   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 5
   0.4900  5.308439  0.002705  13.8380   6919   0 1082 3885 1903  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  55 291 446 177  31   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 6
   0.5400  5.305847  0.003170  13.8380   6919   0 1084 3881 1905  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  56 290 446 176  32   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 7
   0.5500  5.305327  0.003276  13.8380   6919   0 1088 3873 1909  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  59 287 444 177  33   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 8
   0.6100  5.302055  0.003908  13.8380   6919   0 1090 3869 1911  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  60 286 443 178  33   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 9
   0.6600  5.299305  0.004491  13.8380   6919   1 1088 3870 1911  49  0  0  0   0   1000   0  0  0  0  0  0   0     0  61 285 444 175  35   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
   0.6600  5.299347  0.004489  13.8360   6918   0 1085 3878 1907  48  0  0  0   0   1000   0  0  0  0  0  0   0     1  61 284 444 175  35   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
# nndmp := 10
   0.7000  5.296912  0.005006  13.8360   6918   0 1087 3875 1907  49  0  0  0   0   1000   0  0  0  0  0  0   0     2  60 285 442 175  36   0   0  0  0    0  0  0  0  0  0  0  0  0  0   0
