#  foam_annealed3_s6.fe
  D_time     energy      minL    scale         p cells
    0.5600  5.3047104  0.058525  34.2445  0.003150  1000
    0.5700  5.3041824  0.059554  25.6637  0.003250  1000
    0.5800  5.3036542  0.060162   8.2468  0.003351  1000
    0.5900  5.3031238  0.060816  10.4269  0.003454  1000
    0.6000  5.3025908  0.060516   4.3695  0.003560  1000
    0.6100  5.3020545  0.000082   2.4352  0.003667  1000
    0.6100  5.3020322  0.060876  27.5932  0.003667  1000
    0.6200  5.3014924  0.061864  36.1784  0.003777  1000
    0.6300  5.3009478  0.054840  17.3273  0.003888  1000
    0.6400  5.3004029  0.044444  15.2406  0.004002  1000
    0.6500  5.2998552  0.028915   6.1619  0.004117  1000
    0.6600  5.2993047  0.000756   5.1512  0.004235  1000
    0.6600  5.2993467  0.009043  16.1155  0.004235  1000
    0.6600  5.2991724  0.066594  32.7385  0.004235  1000
    0.6700  5.2986128  0.067962  28.7444  0.004355  1000
    0.6800  5.2980474  0.070713  13.0005  0.004478  1000
    0.6900  5.2974817  0.074122  10.2619  0.004602  1000
    0.7000  5.2969123  0.000340   2.5901  0.004729  1000
    0.7000  5.2969250  0.002128  15.7420  0.004729  1000
    0.7000  5.2968967  0.001283  12.4209  0.004729  1000
    0.7000  5.2968425  0.092729  26.4930  0.004729  1000
    0.7100  5.2962648  0.086380  36.1201  0.004858  1000
    0.7200  5.2956812  0.077812  26.7829  0.004990  1000
    0.7300  5.2950968  0.063062  11.7779  0.005124  1000
    0.7400  5.2945090  0.000243   3.0559  0.005260  1000
    0.7400  5.2945283  0.001181   8.8283  0.005260  1000
    0.7400  5.2944865  0.001068   7.9287  0.005260  1000
    0.7400  5.2944295  0.071164  38.1161  0.005260  1000
    0.7500  5.2938509  0.000263   3.2429  0.005399  1000
    0.7500  5.2938060  0.077213  34.8914  0.005399  1000
    0.7600  5.2932114  0.000197   2.3607  0.005541  1000
    0.7600  5.2931907  0.070752  25.0655  0.005541  1000
    0.7700  5.2925853  0.062551  27.6142  0.005685  1000
    0.7800  5.2919732  0.050536  20.0659  0.005831  1000
    0.7900  5.2913597  0.002794   8.8850  0.005980  1000
    0.7900  5.2914629  0.005283  11.1386  0.005980  1000
    0.7900  5.2912492  0.001239  11.8749  0.005980  1000
    0.7900  5.2912117  0.098955  43.4355  0.005980  1000
    0.8000  5.2905903  0.093932  35.0197  0.006132  1000
    0.8100  5.2899622  0.087143  14.9914  0.006286  1000
    0.8200  5.2893330  0.080202  14.3710  0.006442  1000
    0.8300  5.2887002  0.072566   9.3317  0.006601  1000
    0.8400  5.2880638  0.063363  13.8036  0.006763  1000
    0.8500  5.2874230  0.009255  20.5118  0.006927  1000
    0.8500  5.2874208  0.005765  19.9871  0.006927  1000
    0.8500  5.2873660  0.078821  36.5447  0.006927  1000
    0.8600  5.2867390  0.001991  17.3032  0.007095  1000
    0.8600  5.2866855  0.081177  35.5639  0.007095  1000
    0.8700  5.2860269  0.074976  41.4843  0.007265  1000
    0.8800  5.2853599  0.068213  27.0578  0.007439  1000
    0.8900  5.2846917  0.057376  16.7612  0.007615  1000
    0.9000  5.2840190  0.034022  17.6494  0.007793  1000
    0.9100  5.2833417  0.008760   7.6815  0.007975  1000
    0.9100  5.2833295  0.007751  17.0726  0.007975  1000
    0.9100  5.2831321  0.082006  37.7629  0.007975  1000
    0.9200  5.2824412  0.078568  30.1744  0.008161  1000
    0.9300  5.2817419  0.074185  24.4908  0.008349  1000
    0.9400  5.2810407  0.069622  14.2561  0.008540  1000
    0.9500  5.2803351  0.061402  10.4822  0.008734  1000
    0.9600  5.2796248  0.045221  11.6419  0.008931  1000
    0.9700  5.2789087  0.001142   8.0838  0.009132  1000
    0.9700  5.2789031  0.001166  15.1857  0.009132  1000
    0.9700  5.2788183  0.000664   6.3202  0.009132  1000
    0.9700  5.2787743  0.046179  34.6615  0.009132  1000
    0.9800  5.2780576  0.002506  13.6226  0.009336  1000
    0.9800  5.2781177  0.005920  13.9879  0.009336  1000
    0.9800  5.2778663  0.051411  29.8998  0.009336  1000
    0.9900  5.2771190  0.035814  41.3788  0.009545  1000
    1.0000  5.2763633  0.007771  16.6422  0.009757  1000
    1.0000  5.2762995  0.006976   1.8248  0.009757  1000
    1.0000  5.2760998  0.059509  34.4584  0.009757  1000
    1.0100  5.2753269  0.052796  43.9506  0.009974  1000
    1.0200  5.2745449  0.001712  14.2755  0.010194  1000
    1.0200  5.2745433  0.008539  13.5251  0.010194  1000
    1.0200  5.2743503  0.000565   2.8324  0.010194  1000
    1.0200  5.2741481  0.009946  27.9815  0.010194  1000
    1.0200  5.2742308  0.003176  23.5781  0.010194  1000
    1.0200  5.2741991  0.005474  15.7131  0.010194  1000
    1.0200  5.2740272  0.066132  34.4903  0.010194  1000
    1.0300  5.2732118  0.057018  44.4451  0.010421  1000
    1.0400  5.2723861  0.026749  17.4642  0.010651  1000
    1.0500  5.2715584  0.001100   6.2530  0.010884  1000
    1.0500  5.2716965  0.003981  11.7504  0.010884  1000
    1.0500  5.2714083  0.001697  13.7596  0.010884  1000
    1.0500  5.2713338  0.062339  28.0944  0.010884  1000
    1.0600  5.2704854  0.045533  23.8149  0.011123  1000
    1.0700  5.2696294  0.003741  12.2078  0.011365  1000
    1.0700  5.2696061  0.002611  16.6321  0.011365  1000
    1.0700  5.2695673  0.054628  32.6771  0.011365  1000
    1.0800  5.2687143  0.006621  21.0468  0.011612  1000
    1.0800  5.2686525  0.049326  22.8736  0.011612  1000
    1.0900  5.2677950  0.003219  14.4325  0.011863  1000
    1.0900  5.2676752  0.050348  31.9879  0.011863  1000
    1.1000  5.2668125  0.005918  20.7318  0.012119  1000
    1.1000  5.2668446  0.007655  10.2669  0.012119  1000
    1.1000  5.2666445  0.009088  22.7582  0.012119  1000
    1.1000  5.2666353  0.009036  26.8724  0.012119  1000
    1.1000  5.2664855  0.047931  29.2199  0.012119  1000
    1.1100  5.2655647  0.029063  30.9342  0.012381  1000
    1.1200  5.2646358  0.003892  12.0459  0.012648  1000
    1.1200  5.2645785  0.065104  22.8748  0.012648  1000
    1.1300  5.2636398  0.054442  27.6773  0.012919  1000
    1.1400  5.2626901  0.036824  18.5831  0.013194  1000
    1.1500  5.2617366  0.005152  13.3961  0.013474  1000
    1.1500  5.2617008  0.003202  19.6586  0.013474  1000
    1.1500  5.2616348  0.001182   7.8191  0.013474  1000
    1.1500  5.2617046  0.005221  14.8778  0.013474  1000
    1.1500  5.2614737  0.000540   4.2512  0.013474  1000
    1.1500  5.2614556  0.060541  27.4950  0.013474  1000
    1.1600  5.2605012  0.002138  18.4515  0.013760  1000
    1.1600  5.2603690  0.054405  27.3830  0.013760  1000
    1.1700  5.2593663  0.039403  25.6370  0.014053  1000
    1.1800  5.2583535  0.000597   6.1012  0.014349  1000
    1.1800  5.2584380  0.008059   9.8198  0.014349  1000
    1.1800  5.2581948  0.054176  22.9453  0.014349  1000
    1.1900  5.2571978  0.002500  12.2262  0.014652  1000
    1.1900  5.2571071  0.054603  19.2210  0.014652  1000
    1.2000  5.2560788  0.002052  17.0465  0.014960  1000
    1.2000  5.2560087  0.045502  20.9538  0.014960  1000
    1.2100  5.2549807  0.003078  21.9345  0.015273  1000
    1.2100  5.2550101  0.003109   9.4918  0.015273  1000
    1.2100  5.2546754  0.053417  26.0248  0.015273  1000
    1.2200  5.2535939  0.041615  20.7543  0.015593  1000
    1.2300  5.2524997  0.000133   2.1595  0.015918  1000
    1.2300  5.2525841  0.009705  12.0938  0.015918  1000
    1.2300  5.2523580  0.001763  12.9333  0.015918  1000
    1.2300  5.2524244  0.004256  13.0275  0.015918  1000
    1.2300  5.2521630  0.048323  32.5682  0.015918  1000
    1.2400  5.2510484  0.006827  18.6668  0.016250  1000
    1.2400  5.2511242  0.002897  10.0829  0.016250  1000
    1.2400  5.2508376  0.044488  25.6675  0.016250  1000
    1.2500  5.2497000  0.000951   7.8450  0.016588  1000
    1.2500  5.2496789  0.009334  11.3782  0.016588  1000
    1.2500  5.2494411  0.000334   3.1473  0.016588  1000
    1.2500  5.2494253  0.046034  26.9854  0.016588  1000
    1.2600  5.2482608  0.036805  29.4824  0.016934  1000
    1.2700  5.2470832  0.025342  14.4707  0.017285  1000
    1.2800  5.2459001  0.008150  14.8847  0.017641  1000
    1.2800  5.2457188  0.003181  10.3693  0.017641  1000
    1.2800  5.2453177  0.001302  10.6547  0.017641  1000
    1.2800  5.2452209  0.004275  21.0980  0.017641  1000
    1.2800  5.2450488  0.002230  12.0865  0.017641  1000
    1.2800  5.2449333  0.001076  11.8104  0.017641  1000
    1.2800  5.2448472  0.051416  18.5431  0.017641  1000
    1.2900  5.2435811  0.037108  25.6268  0.018012  1000
    1.3000  5.2423000  0.013105  15.1371  0.018389  1000
    1.3100  5.2410138  0.005525  15.4013  0.018772  1000
    1.3100  5.2409831  0.008461  11.7151  0.018772  1000
    1.3100  5.2406537  0.005970  17.1713  0.018772  1000
    1.3100  5.2407148  0.009162   9.2005  0.018772  1000
    1.3100  5.2404750  0.001820  14.5280  0.018772  1000
    1.3100  5.2403797  0.002581  12.3052  0.018772  1000
    1.3100  5.2403309  0.056266  26.5361  0.018772  1000
    1.3200  5.2389968  0.000377   4.2688  0.019168  1000
    1.3200  5.2389199  0.042111  26.1734  0.019168  1000
    1.3300  5.2375555  0.001040   5.9353  0.019570  1000
    1.3300  5.2374463  0.052463  24.0884  0.019570  1000
    1.3400  5.2360925  0.001370  15.3103  0.019980  1000
    1.3400  5.2358769  0.037704  23.3841  0.019980  1000
    1.3500  5.2344856  0.003967  20.0896  0.020400  1000
    1.3500  5.2344467  0.008255  21.1022  0.020400  1000
    1.3500  5.2342602  0.009251  20.8089  0.020400  1000
    1.3500  5.2343068  0.008975  25.0022  0.020400  1000
    1.3500  5.2341753  0.001552   7.1404  0.020400  1000
    1.3500  5.2341528  0.003605  20.1731  0.020400  1000
    1.3500  5.2340933  0.002546  13.4640  0.020400  1000
    1.3500  5.2340261  0.049362  23.5794  0.020400  1000
    1.3600  5.2325850  0.005555  24.3285  0.020829  1000
    1.3600  5.2326472  0.007345   7.3615  0.020829  1000
    1.3600  5.2324418  0.049061  26.5454  0.020829  1000
    1.3700  5.2309604  0.002131  12.7066  0.021266  1000
    1.3700  5.2308966  0.007082   9.6925  0.021266  1000
    1.3700  5.2305775  0.045753  21.3279  0.021266  1000
    1.3800  5.2290465  0.002706  10.0283  0.021715  1000
    1.3800  5.2289692  0.007024  13.3674  0.021715  1000
    1.3800  5.2285757  0.043655  22.6379  0.021715  1000
    1.3900  5.2270052  0.035335  28.6792  0.022172  1000
    1.4000  5.2254201  0.000649   4.6759  0.022637  1000
    1.4000  5.2252284  0.001492  10.3714  0.022637  1000
    1.4000  5.2247462  0.005354  17.4444  0.022637  1000
    1.4000  5.2246712  0.005639  21.6465  0.022637  1000
    1.4000  5.2246087  0.052655  23.6334  0.022637  1000
    1.4100  5.2229579  0.012485  21.8546  0.023116  1000
    1.4200  5.2212919  0.001148   8.8690  0.023603  1000
    1.4200  5.2213816  0.004777   7.2467  0.023603  1000
    1.4200  5.2211750  0.000817   6.6048  0.023603  1000
    1.4200  5.2212408  0.008847   3.5985  0.023603  1000
    1.4200  5.2210769  0.008465  15.5045  0.023603  1000
    1.4200  5.2210513  0.073531  16.7540  0.023603  1000
    1.4300  5.2193475  0.053216  17.9422  0.024101  1000
    1.4400  5.2176260  0.001041   7.6074  0.024606  1000
    1.4400  5.2175500  0.001723   8.6746  0.024606  1000
    1.4400  5.2175088  0.006503  20.0928  0.024606  1000
    1.4400  5.2174112  0.054353  26.3769  0.024606  1000
    1.4500  5.2156726  0.001598  10.4788  0.025122  1000
    1.4500  5.2157099  0.002169  10.0878  0.025122  1000
    1.4500  5.2154315  0.005475  19.3986  0.025122  1000
    1.4500  5.2152657  0.056951  16.7897  0.025122  1000
    1.4600  5.2135041  0.001195   7.7350  0.025650  1000
    1.4600  5.2135423  0.004091  13.5844  0.025650  1000
    1.4600  5.2133223  0.003697  10.1789  0.025650  1000
    1.4600  5.2133167  0.002713  19.8040  0.025650  1000
    1.4600  5.2131545  0.001086   8.5342  0.025650  1000
    1.4600  5.2132692  0.004843  18.1720  0.025650  1000
    1.4600  5.2130744  0.047508  20.4025  0.025650  1000
    1.4700  5.2112185  0.038430  21.7381  0.026191  1000
    1.4800  5.2093449  0.000679   5.4313  0.026740  1000
    1.4800  5.2092854  0.003429   9.9942  0.026740  1000
    1.4800  5.2088659  0.000777   7.9552  0.026740  1000
    1.4800  5.2088323  0.004985   9.2211  0.026740  1000
    1.4800  5.2085074  0.003151  15.9899  0.026740  1000
    1.4800  5.2085607  0.005250  16.1722  0.026740  1000
    1.4800  5.2084034  0.000646   6.7898  0.026740  1000
    1.4800  5.2082306  0.002129  11.3995  0.026740  1000
    1.4800  5.2083089  0.003446  26.8865  0.026740  1000
    1.4800  5.2081898  0.006919   7.9842  0.026740  1000
    1.4800  5.2078116  0.053530  17.4363  0.026740  1000
    1.4900  5.2058090  0.033537  16.9239  0.027312  1000
    1.5000  5.2037892  0.009139  18.6732  0.027892  1000
    1.5000  5.2037581  0.004044  10.2477  0.027892  1000
    1.5000  5.2034395  0.003667  18.3888  0.027892  1000
    1.5000  5.2032627  0.046554  21.7026  0.027892  1000
    1.5100  5.2012059  0.001631  12.5789  0.028486  1000
    1.5100  5.2012739  0.004941   9.0163  0.028486  1000
    1.5100  5.2009385  0.000501   5.4227  0.028486  1000
    1.5100  5.2009198  0.002489   6.4606  0.028486  1000
    1.5100  5.2008241  0.004758   9.8853  0.028486  1000
    1.5100  5.2006972  0.006611  27.3099  0.028486  1000
    1.5100  5.2007437  0.005755   8.7585  0.028486  1000
    1.5100  5.2005776  0.006874  21.0394  0.028486  1000
    1.5100  5.2004391  0.002432  11.8750  0.028486  1000
    1.5100  5.2004223  0.007266  22.6922  0.028486  1000
    1.5100  5.2003474  0.057691  26.2189  0.028486  1000
    1.5200  5.1982401  0.000607  10.2280  0.029097  1000
    1.5200  5.1981312  0.000636   4.8868  0.029097  1000
    1.5200  5.1980955  0.051955  18.2633  0.029097  1000
    1.5300  5.1959360  0.001657  14.7213  0.029720  1000
    1.5300  5.1958598  0.003480   5.2953  0.029720  1000
    1.5300  5.1956454  0.004673  18.7951  0.029720  1000
    1.5300  5.1955214  0.003716  12.0348  0.029720  1000
    1.5300  5.1954721  0.003463   1.7158  0.029720  1000
    1.5300  5.1952548  0.006437  20.6751  0.029720  1000
    1.5300  5.1951983  0.043611  18.9865  0.029720  1000
    1.5400  5.1929473  0.039090  22.5350  0.030360  1000
    1.5500  5.1906761  0.001080   4.5950  0.031010  1000
    1.5500  5.1907684  0.005482   7.2090  0.031010  1000
    1.5500  5.1905636  0.005653  32.6194  0.031010  1000
    1.5500  5.1904426  0.003251  15.8636  0.031010  1000
    1.5500  5.1905321  0.007835  12.2414  0.031010  1000
    1.5500  5.1903030  0.053649  21.4933  0.031010  1000
    1.5600  5.1880068  0.000753   5.4555  0.031674  1000
    1.5600  5.1879368  0.007982  26.2295  0.031674  1000
    1.5600  5.1878353  0.006209   7.5646  0.031674  1000
    1.5600  5.1876354  0.007991  17.9387  0.031674  1000
    1.5600  5.1875997  0.003646  10.4297  0.031674  1000
    1.5600  5.1873169  0.003802  12.4660  0.031674  1000
    1.5600  5.1872283  0.047744  16.8276  0.031674  1000
    1.5700  5.1848797  0.002534  17.3529  0.032355  1000
    1.5700  5.1849313  0.005221   9.0384  0.032355  1000
    1.5700  5.1846510  0.001183   8.8135  0.032355  1000
    1.5700  5.1846013  0.009390   6.8667  0.032355  1000
    1.5700  5.1846592  0.006058  13.8992  0.032355  1000
    1.5700  5.1844566  0.054624  16.0069  0.032355  1000
    1.5800  5.1820657  0.003753  15.9602  0.033050  1000
    1.5800  5.1819916  0.009445  31.9749  0.033050  1000
    1.5800  5.1820959  0.007553  10.7900  0.033050  1000
    1.5800  5.1818683  0.044216  20.6480  0.033050  1000
    1.5900  5.1794438  0.003074  12.0555  0.033758  1000
    1.5900  5.1792635  0.006693   7.8790  0.033758  1000
    1.5900  5.1789657  0.007985  19.5989  0.033758  1000
    1.5900  5.1787191  0.008291  11.8018  0.033758  1000
    1.5900  5.1785211  0.007383  26.7317  0.033758  1000
    1.5900  5.1783511  0.049900  20.0034  0.033758  1000
    1.6000  5.1758364  0.001130  10.6798  0.034488  1000
    1.6000  5.1757463  0.006349   9.0200  0.034488  1000
    1.6000  5.1753303  0.001708  12.6845  0.034488  1000
    1.6000  5.1752996  0.000810   5.8889  0.034488  1000
    1.6000  5.1752572  0.046253  22.8547  0.034488  1000
    1.6100  5.1726727  0.001022   8.7229  0.035233  1000
    1.6100  5.1727532  0.007351   9.3753  0.035233  1000
    1.6100  5.1725519  0.000594   8.5965  0.035233  1000
    1.6100  5.1724841  0.007404  15.1556  0.035233  1000
    1.6100  5.1724071  0.001344  10.3774  0.035233  1000
    1.6100  5.1723620  0.007539  13.6200  0.035233  1000
    1.6100  5.1721697  0.001041   9.4984  0.035233  1000
    1.6100  5.1722354  0.004996   9.0300  0.035233  1000
    1.6100  5.1720503  0.007731   5.0075  0.035233  1000
    1.6100  5.1718242  0.001112   7.0634  0.035233  1000
    1.6100  5.1717998  0.009425   8.2890  0.035233  1000
    1.6100  5.1715783  0.067340  19.6931  0.035233  1000
    1.6200  5.1688741  0.058160  22.3342  0.035999  1000
    1.6300  5.1661519  0.000350   3.7644  0.036776  1000
    1.6300  5.1661142  0.005519  15.4211  0.036776  1000
    1.6300  5.1660583  0.054741  18.2869  0.036776  1000
    1.6400  5.1633303  0.009456  16.9881  0.037566  1000
    1.6400  5.1632678  0.005371  18.1069  0.037566  1000
    1.6400  5.1631583  0.001273   6.5305  0.037566  1000
    1.6400  5.1630854  0.046492  22.3217  0.037566  1000
    1.6500  5.1603070  0.001377   7.2141  0.038371  1000
    1.6500  5.1602149  0.006031   9.2431  0.038371  1000
    1.6500  5.1598604  0.007169  12.4960  0.038371  1000
    1.6500  5.1596948  0.003597  18.9515  0.038371  1000
    1.6500  5.1597956  0.005336   9.0038  0.038371  1000
    1.6500  5.1595261  0.001190   8.3925  0.038371  1000
    1.6500  5.1594669  0.005954  10.9024  0.038371  1000
    1.6500  5.1591329  0.001026  11.6898  0.038371  1000
    1.6500  5.1588887  0.000995   9.8662  0.038371  1000
    1.6500  5.1589662  0.005810  10.9969  0.038371  1000
    1.6500  5.1587663  0.002452   9.3905  0.038371  1000
    1.6500  5.1587458  0.051291  21.7129  0.038371  1000
    1.6600  5.1558410  0.008739  15.5928  0.039205  1000
    1.6600  5.1558578  0.008415   9.9034  0.039205  1000
    1.6600  5.1556696  0.006317  10.7908  0.039205  1000
    1.6600  5.1555324  0.007000  21.6660  0.039205  1000
    1.6600  5.1553217  0.005545  18.0434  0.039205  1000
    1.6600  5.1552101  0.000623   7.7302  0.039205  1000
    1.6600  5.1551664  0.002020  14.2070  0.039205  1000
    1.6600  5.1551180  0.008488   2.1646  0.039205  1000
    1.6600  5.1549967  0.042112  17.2235  0.039205  1000
    1.6700  5.1520116  0.009590  25.8455  0.040061  1000
    1.6700  5.1516937  0.002229  10.7530  0.040061  1000
    1.6700  5.1511393  0.008445  24.6706  0.040061  1000
    1.6700  5.1509231  0.007948   8.3890  0.040061  1000
    1.6700  5.1507421  0.007912  24.7122  0.040061  1000
    1.6700  5.1505534  0.008770   5.0327  0.040061  1000
    1.6700  5.1503191  0.000467   7.9639  0.040061  1000
    1.6700  5.1503512  0.007848  13.1939  0.040061  1000
    1.6700  5.1502198  0.002895  12.1881  0.040061  1000
    1.6700  5.1501250  0.009198   5.1734  0.040061  1000
    1.6700  5.1499866  0.002186  10.2048  0.040061  1000
    1.6700  5.1500676  0.005707   9.1968  0.040061  1000
    1.6700  5.1498919  0.019588  26.1328  0.040061  1000
    1.6800  5.1467271  0.000959  10.7863  0.040954  1000
    1.6800  5.1466845  0.007056   9.4211  0.040954  1000
    1.6800  5.1464721  0.001274   9.2641  0.040954  1000
    1.6800  5.1464548  0.004991  12.0390  0.040954  1000
    1.6800  5.1462579  0.000813   9.0390  0.040954  1000
    1.6800  5.1462275  0.044259  19.7614  0.040954  1000
    1.6900  5.1429862  0.006724  23.4945  0.041866  1000
    1.6900  5.1430175  0.001180  10.6109  0.041866  1000
    1.6900  5.1428247  0.001583  14.5570  0.041866  1000
    1.6900  5.1426644  0.007846  21.7791  0.041866  1000
    1.6900  5.1425705  0.006165  26.4680  0.041866  1000
    1.6900  5.1424370  0.003124  19.7521  0.041866  1000
    1.6900  5.1423731  0.002890  10.0848  0.041866  1000
    1.6900  5.1423432  0.047931  12.2553  0.041866  1000
    1.7000  5.1390635  0.005209  20.8276  0.042797  1000
    1.7000  5.1390388  0.003637   7.7160  0.042797  1000
    1.7000  5.1386414  0.005168  23.2475  0.042797  1000
    1.7000  5.1384523  0.005365  13.2849  0.042797  1000
    1.7000  5.1382159  0.000701   5.8990  0.042797  1000
    1.7000  5.1381208  0.007502   2.1864  0.042797  1000
    1.7000  5.1380763  0.004697  15.1473  0.042797  1000
    1.7000  5.1379583  0.007034   8.5469  0.042797  1000
    1.7000  5.1375929  0.000776   6.5033  0.042797  1000
    1.7000  5.1376731  0.006134  16.1514  0.042797  1000
    1.7000  5.1374935  0.006583   1.5553  0.042797  1000
    1.7000  5.1373072  0.007217  17.9350  0.042797  1000
    1.7000  5.1373108  0.006372  10.5349  0.042797  1000
    1.7000  5.1371206  0.001226   8.2308  0.042797  1000
    1.7000  5.1370804  0.003271  10.2879  0.042797  1000
    1.7000  5.1369853  0.008437  21.5140  0.042797  1000
    1.7000  5.1368778  0.047802  20.9042  0.042797  1000
    1.7100  5.1333641  0.006941  13.3041  0.043766  1000
    1.7100  5.1334007  0.006119  11.4199  0.043766  1000
    1.7100  5.1332457  0.007424  18.4630  0.043766  1000
    1.7100  5.1330631  0.045983  21.8631  0.043766  1000
    1.7200  5.1295356  0.003714  13.3866  0.044751  1000
    1.7200  5.1294593  0.003662  12.1054  0.044751  1000
    1.7200  5.1291144  0.002644  11.3014  0.044751  1000
    1.7200  5.1286902  0.004673   8.4284  0.044751  1000
    1.7200  5.1283458  0.001661  11.1410  0.044751  1000
    1.7200  5.1281948  0.008741  18.4591  0.044751  1000
    1.7200  5.1280684  0.003478  18.6775  0.044751  1000
    1.7200  5.1280282  0.001764  10.9433  0.044751  1000
    1.7200  5.1280748  0.008235  11.3669  0.044751  1000
    1.7200  5.1278748  0.046024  16.5265  0.044751  1000
    1.7300  5.1241971  0.002054  15.6245  0.045768  1000
    1.7300  5.1242335  0.001775  10.7107  0.045768  1000
    1.7300  5.1238237  0.007337  18.2839  0.045768  1000
    1.7300  5.1236886  0.002340   2.7964  0.045768  1000
    1.7300  5.1234162  0.002513  12.6443  0.045768  1000
    1.7300  5.1232708  0.032972  23.6206  0.045768  1000
    1.7400  5.1194907  0.007527  17.5260  0.046811  1000
    1.7400  5.1191582  0.003161   2.5242  0.046811  1000
    1.7400  5.1190049  0.045120  29.4305  0.046811  1000
    1.7500  5.1151921  0.002538  16.2383  0.047875  1000
    1.7500  5.1151427  0.005778   8.8606  0.047875  1000
    1.7500  5.1147810  0.001949  13.7190  0.047875  1000
    1.7500  5.1145628  0.008517   7.9384  0.047875  1000
    1.7500  5.1141382  0.008089  24.8108  0.047875  1000
    1.7500  5.1141235  0.009445   9.5818  0.047875  1000
    1.7500  5.1139497  0.007053  25.5541  0.047875  1000
    1.7500  5.1138211  0.001969  14.1333  0.047875  1000
    1.7500  5.1137670  0.000677   9.4200  0.047875  1000
    1.7500  5.1138249  0.008416  13.5864  0.047875  1000
    1.7500  5.1137683  0.003751  17.4142  0.047875  1000
