#  foam_annealed3_s3.fe
  D_time     energy      minL    scale         p cells
    0.5600  5.2993968  0.008118   9.8128  0.003840  1000
    0.5600  5.2991646  0.104551  35.8520  0.003840  1000
    0.5700  5.2985458  0.098479  44.4581  0.003960  1000
    0.5800  5.2979217  0.092634  18.6850  0.004082  1000
    0.5900  5.2972977  0.086058  14.6441  0.004206  1000
    0.6000  5.2966717  0.076328   9.1590  0.004333  1000
    0.6100  5.2960430  0.052746  12.9097  0.004462  1000
    0.6200  5.2954112  0.000163   1.2336  0.004593  1000
    0.6200  5.2954309  0.002512  15.7140  0.004593  1000
    0.6200  5.2953753  0.079413  35.4450  0.004593  1000
    0.6300  5.2947416  0.000150   0.2784  0.004727  1000
    0.6300  5.2947332  0.001761  11.6955  0.004727  1000
    0.6300  5.2946979  0.093519  42.0036  0.004727  1000
    0.6400  5.2940564  0.085896  34.9777  0.004863  1000
    0.6500  5.2934087  0.073442  15.6670  0.005002  1000
    0.6600  5.2927603  0.006481  15.4870  0.005143  1000
    0.6600  5.2927483  0.084492  36.0451  0.005143  1000
    0.6700  5.2920960  0.080777  36.9498  0.005286  1000
    0.6800  5.2914381  0.076494  13.4227  0.005432  1000
    0.6900  5.2907798  0.067594   7.5406  0.005581  1000
    0.7000  5.2901186  0.031675  10.8315  0.005732  1000
    0.7100  5.2894545  0.008133  13.5886  0.005886  1000
    0.7100  5.2895712  0.005728  28.9894  0.005886  1000
    0.7100  5.2894193  0.008712  32.0766  0.005886  1000
    0.7100  5.2893855  0.059811  37.6292  0.005886  1000
    0.7200  5.2887187  0.000422   5.1869  0.006042  1000
    0.7200  5.2886735  0.070560  43.7748  0.006042  1000
    0.7300  5.2879962  0.062281  22.8028  0.006202  1000
    0.7400  5.2873124  0.005142  17.4847  0.006363  1000
    0.7400  5.2872805  0.046589  40.6732  0.006363  1000
    0.7500  5.2866059  0.004136  11.4863  0.006528  1000
    0.7500  5.2865483  0.068860  28.9943  0.006528  1000
    0.7600  5.2858746  0.000322   4.7801  0.006696  1000
    0.7600  5.2858066  0.081836  39.6906  0.006696  1000
    0.7700  5.2851051  0.076094  32.7500  0.006867  1000
    0.7800  5.2843966  0.002701   2.2482  0.007041  1000
    0.7800  5.2843895  0.000981   9.6130  0.007041  1000
    0.7800  5.2843353  0.067213  34.9500  0.007041  1000
    0.7900  5.2836212  0.049884  22.6076  0.007218  1000
    0.8000  5.2829004  0.004197  11.9877  0.007398  1000
    0.8000  5.2828716  0.005096  11.9285  0.007398  1000
    0.8000  5.2828475  0.041607  34.2195  0.007398  1000
    0.8100  5.2821525  0.005000  24.2087  0.007581  1000
    0.8100  5.2820431  0.000218   4.3969  0.007581  1000
    0.8100  5.2820096  0.066563  25.1186  0.007581  1000
    0.8200  5.2812715  0.000467   9.2732  0.007768  1000
    0.8200  5.2812209  0.053993  26.3627  0.007768  1000
    0.8300  5.2805002  0.008894  21.5759  0.007958  1000
    0.8300  5.2804329  0.066509  42.4391  0.007958  1000
    0.8400  5.2796901  0.000697   7.2607  0.008151  1000
    0.8400  5.2796586  0.065951  27.8159  0.008151  1000
    0.8500  5.2788991  0.063737  27.2368  0.008348  1000
    0.8600  5.2781322  0.061258  10.9085  0.008548  1000
    0.8700  5.2773636  0.000470   5.9079  0.008751  1000
    0.8700  5.2773450  0.057391  35.3544  0.008751  1000
    0.8800  5.2765709  0.051602  31.9368  0.008957  1000
    0.8900  5.2757892  0.044163  22.1204  0.009166  1000
    0.9000  5.2750060  0.036092  15.2752  0.009378  1000
    0.9100  5.2742186  0.025741   7.6742  0.009594  1000
    0.9200  5.2734266  0.000646   4.6755  0.009813  1000
    0.9200  5.2733764  0.008617  28.0365  0.009813  1000
    0.9200  5.2733324  0.000915   4.2536  0.009813  1000
    0.9200  5.2734154  0.003198  19.8727  0.009813  1000
    0.9200  5.2732689  0.042595  26.0074  0.009813  1000
    0.9300  5.2724710  0.000695   9.3431  0.010036  1000
    0.9300  5.2724378  0.006336   7.7530  0.010036  1000
    0.9300  5.2722092  0.078458  33.4991  0.010036  1000
    0.9400  5.2713879  0.034795  25.4211  0.010263  1000
    0.9500  5.2705603  0.000199   2.3553  0.010494  1000
    0.9500  5.2705335  0.059143  23.5597  0.010494  1000
    0.9600  5.2697064  0.002485  10.9469  0.010729  1000
    0.9600  5.2696507  0.006358   4.2101  0.010729  1000
    0.9600  5.2695578  0.000166   2.7749  0.010729  1000
    0.9600  5.2695653  0.004020  15.5870  0.010729  1000
    0.9600  5.2694737  0.060978  19.1512  0.010729  1000
    0.9700  5.2686230  0.050626  35.2394  0.010968  1000
    0.9800  5.2677632  0.034177  15.2422  0.011211  1000
    0.9900  5.2669013  0.001560   2.1151  0.011457  1000
    0.9900  5.2668585  0.001224  10.9037  0.011457  1000
    0.9900  5.2667465  0.073744  32.5384  0.011457  1000
    1.0000  5.2658652  0.067241  31.8188  0.011709  1000
    1.0100  5.2649746  0.059599  23.7471  0.011965  1000
    1.0200  5.2640809  0.051502  14.4499  0.012224  1000
    1.0300  5.2631810  0.009014  14.2692  0.012488  1000
    1.0300  5.2630820  0.004462  20.8909  0.012488  1000
    1.0300  5.2630501  0.050936  29.9804  0.012488  1000
    1.0400  5.2621467  0.000322   4.2057  0.012757  1000
    1.0400  5.2620639  0.000408   5.5410  0.012757  1000
    1.0400  5.2620414  0.001381  11.7877  0.012757  1000
    1.0400  5.2620033  0.060261  31.5579  0.012757  1000
    1.0500  5.2610827  0.001058  10.4605  0.013031  1000
    1.0500  5.2610168  0.063571  22.9020  0.013031  1000
    1.0600  5.2600868  0.000263   5.7246  0.013310  1000
    1.0600  5.2599684  0.001344  10.8067  0.013310  1000
    1.0600  5.2598675  0.053492  23.9427  0.013310  1000
    1.0700  5.2588972  0.000383   4.9211  0.013597  1000
    1.0700  5.2589730  0.006773   7.5287  0.013597  1000
    1.0700  5.2587629  0.063951  32.7689  0.013597  1000
    1.0800  5.2577677  0.059464  30.8082  0.013889  1000
    1.0900  5.2567611  0.054622  23.0235  0.014186  1000
    1.1000  5.2557501  0.045319  11.8967  0.014487  1000
    1.1100  5.2547316  0.025935  11.9624  0.014793  1000
    1.1200  5.2537058  0.009190  14.1405  0.015103  1000
    1.1200  5.2537337  0.006333   5.9001  0.015103  1000
    1.1200  5.2535134  0.001606  15.6675  0.015103  1000
    1.1200  5.2534480  0.004852   7.6511  0.015103  1000
    1.1200  5.2534603  0.003855  10.0505  0.015103  1000
    1.1200  5.2532970  0.007706  22.9021  0.015103  1000
    1.1200  5.2531892  0.009106  12.6956  0.015103  1000
    1.1200  5.2530244  0.005099  23.7324  0.015103  1000
    1.1200  5.2529824  0.062564  28.3762  0.015103  1000
    1.1300  5.2519264  0.003788  22.4379  0.015423  1000
    1.1300  5.2518968  0.001494  11.6353  0.015423  1000
    1.1300  5.2518605  0.052128  30.2627  0.015423  1000
    1.1400  5.2507666  0.044548  20.9805  0.015749  1000
    1.1500  5.2496603  0.036811  13.7700  0.016081  1000
    1.1600  5.2485470  0.009879  11.8635  0.016417  1000
    1.1600  5.2483971  0.005741   6.1642  0.016417  1000
    1.1600  5.2483213  0.006883  14.5628  0.016417  1000
    1.1600  5.2481653  0.001926  14.3211  0.016417  1000
    1.1600  5.2481178  0.009122  21.0762  0.016417  1000
    1.1600  5.2480023  0.001770   9.3459  0.016417  1000
    1.1600  5.2478152  0.001885  12.2397  0.016417  1000
    1.1600  5.2477584  0.059729  25.2266  0.016417  1000
    1.1700  5.2466034  0.000371   3.2397  0.016763  1000
    1.1700  5.2465701  0.009563  25.5678  0.016763  1000
    1.1700  5.2464939  0.004490  22.7537  0.016763  1000
    1.1700  5.2464310  0.055539  26.1308  0.016763  1000
    1.1800  5.2452424  0.022419  26.5831  0.017116  1000
    1.1900  5.2440443  0.006309  16.2617  0.017474  1000
    1.1900  5.2440512  0.007445   8.0635  0.017474  1000
    1.1900  5.2438219  0.000863  16.3503  0.017474  1000
    1.1900  5.2439366  0.002250  14.1673  0.017474  1000
    1.1900  5.2437236  0.001428  10.1559  0.017474  1000
    1.1900  5.2436593  0.045395  27.6562  0.017474  1000
    1.2000  5.2424303  0.009842  21.8816  0.017841  1000
    1.2000  5.2424903  0.009343  11.9928  0.017841  1000
    1.2000  5.2423054  0.000101   1.0951  0.017841  1000
    1.2000  5.2422814  0.053841  29.3645  0.017841  1000
    1.2100  5.2410508  0.008016  27.9739  0.018215  1000
    1.2100  5.2410426  0.004796  20.7517  0.018215  1000
    1.2100  5.2409967  0.000915   8.6033  0.018215  1000
    1.2100  5.2409409  0.021958  27.3446  0.018215  1000
    1.2200  5.2396838  0.002033  11.9484  0.018595  1000
    1.2200  5.2396388  0.003255   2.7342  0.018595  1000
    1.2200  5.2396370  0.005803   9.8291  0.018595  1000
    1.2200  5.2394167  0.050797  27.0049  0.018595  1000
    1.2300  5.2381494  0.000969   9.8179  0.018984  1000
    1.2300  5.2380937  0.043828  25.1146  0.018984  1000
    1.2400  5.2367814  0.034835  27.8843  0.019380  1000
    1.2500  5.2354542  0.021469  20.7787  0.019781  1000
    1.2600  5.2341207  0.009074  15.9443  0.020189  1000
    1.2600  5.2340760  0.004229   9.1196  0.020189  1000
    1.2600  5.2337706  0.001370  11.9960  0.020189  1000
    1.2600  5.2337143  0.000454   3.6978  0.020189  1000
    1.2600  5.2337964  0.009712  19.3801  0.020189  1000
    1.2600  5.2336345  0.001130  11.1822  0.020189  1000
    1.2600  5.2335933  0.056048  24.0982  0.020189  1000
    1.2700  5.2322159  0.002238  12.0733  0.020608  1000
    1.2700  5.2321352  0.056059  28.7708  0.020608  1000
    1.2800  5.2307487  0.000192   3.6412  0.021034  1000
    1.2800  5.2308190  0.009508  12.2424  0.021034  1000
    1.2800  5.2306141  0.055557  23.1757  0.021034  1000
    1.2900  5.2292293  0.000846   7.0921  0.021469  1000
    1.2900  5.2292841  0.007551  11.5148  0.021469  1000
    1.2900  5.2290497  0.000479   4.7561  0.021469  1000
    1.2900  5.2289892  0.028732  32.2272  0.021469  1000
    1.3000  5.2275658  0.006124  23.1933  0.021912  1000
    1.3000  5.2274026  0.006202   6.7156  0.021912  1000
    1.3000  5.2271765  0.002225   0.6868  0.021912  1000
    1.3000  5.2270625  0.001752  11.6999  0.021912  1000
    1.3000  5.2269278  0.002838   9.2991  0.021912  1000
    1.3000  5.2268799  0.000357   1.8152  0.021912  1000
    1.3000  5.2268500  0.049826  34.4036  0.021912  1000
    1.3100  5.2253534  0.005292  19.0265  0.022368  1000
    1.3100  5.2252415  0.000168   2.9633  0.022368  1000
    1.3100  5.2251926  0.054617  26.4573  0.022368  1000
    1.3200  5.2236600  0.004273   8.9479  0.022834  1000
    1.3200  5.2237807  0.006202  11.7364  0.022834  1000
    1.3200  5.2235556  0.052126  27.1338  0.022834  1000
    1.3300  5.2219990  0.039974  25.2388  0.023306  1000
    1.3400  5.2204244  0.000267   3.6958  0.023787  1000
    1.3400  5.2203576  0.007397   8.2729  0.023787  1000
    1.3400  5.2201241  0.001293  10.2276  0.023787  1000
    1.3400  5.2200281  0.007387  13.6990  0.023787  1000
    1.3400  5.2197977  0.049993  33.1701  0.023787  1000
    1.3500  5.2181920  0.002318  12.6614  0.024282  1000
    1.3500  5.2180642  0.028650  31.1300  0.024282  1000
    1.3600  5.2164390  0.006154  23.1544  0.024786  1000
    1.3600  5.2163663  0.007024  10.9199  0.024786  1000
    1.3600  5.2161078  0.000576   6.4057  0.024786  1000
    1.3600  5.2161910  0.004491   7.5101  0.024786  1000
    1.3600  5.2159148  0.009360  30.0924  0.024786  1000
    1.3600  5.2158341  0.006979  16.9930  0.024786  1000
    1.3600  5.2157809  0.049263  30.0637  0.024786  1000
    1.3700  5.2140529  0.044723  30.3821  0.025304  1000
    1.3800  5.2123071  0.008947  19.1075  0.025830  1000
    1.3800  5.2122258  0.005287   7.7968  0.025830  1000
    1.3800  5.2118655  0.007904  24.7578  0.025830  1000
    1.3800  5.2116058  0.042709  27.1765  0.025830  1000
    1.3900  5.2097977  0.026201  30.4548  0.026371  1000
    1.4000  5.2079737  0.000255   6.1332  0.026921  1000
    1.4000  5.2079696  0.006748   9.9868  0.026921  1000
    1.4000  5.2076923  0.002311  12.1684  0.026921  1000
    1.4000  5.2075799  0.050847  36.1854  0.026921  1000
    1.4100  5.2057243  0.001048   8.0945  0.027485  1000
    1.4100  5.2056785  0.039446  34.2499  0.027485  1000
    1.4200  5.2038234  0.002079  14.2235  0.028058  1000
    1.4200  5.2036917  0.009295  11.4607  0.028058  1000
    1.4200  5.2034845  0.007204  18.5496  0.028058  1000
    1.4200  5.2033359  0.006452  21.0576  0.028058  1000
    1.4200  5.2032017  0.051471  31.7221  0.028058  1000
    1.4300  5.2012599  0.000652   7.0358  0.028647  1000
    1.4300  5.2012635  0.006393   8.3455  0.028647  1000
    1.4300  5.2010453  0.005450  21.1876  0.028647  1000
    1.4300  5.2009729  0.044772  19.2106  0.028647  1000
    1.4400  5.1989644  0.007611  17.6816  0.029251  1000
    1.4400  5.1987138  0.006471   5.0582  0.029251  1000
    1.4400  5.1985474  0.021140  20.5039  0.029251  1000
    1.4500  5.1965122  0.007071  20.3443  0.029869  1000
    1.4500  5.1964206  0.001629   4.7233  0.029869  1000
    1.4500  5.1962343  0.006354  23.9953  0.029869  1000
    1.4500  5.1962484  0.006317  19.7697  0.029869  1000
    1.4500  5.1960854  0.000356   4.7506  0.029869  1000
    1.4500  5.1961255  0.007065  11.7293  0.029869  1000
    1.4500  5.1959001  0.000464   2.5282  0.029869  1000
    1.4500  5.1959905  0.008249  10.0540  0.029869  1000
    1.4500  5.1957912  0.050718  24.1030  0.029869  1000
    1.4600  5.1936715  0.004108  17.1949  0.030504  1000
    1.4600  5.1936091  0.006848  12.9824  0.030504  1000
    1.4600  5.1934517  0.006240  20.4752  0.030504  1000
    1.4600  5.1933797  0.004891  10.6194  0.030504  1000
    1.4600  5.1932363  0.001576   2.3219  0.030504  1000
    1.4600  5.1931417  0.007311  11.2399  0.030504  1000
    1.4600  5.1928688  0.028986  24.9837  0.030504  1000
    1.4700  5.1906765  0.005982  26.6842  0.031159  1000
    1.4700  5.1906069  0.015885  17.6571  0.031159  1000
    1.4800  5.1883991  0.000623   7.6907  0.031826  1000
    1.4800  5.1882904  0.004551  13.1187  0.031826  1000
    1.4800  5.1879211  0.004531  17.5789  0.031826  1000
    1.4800  5.1878692  0.006165   8.6317  0.031826  1000
    1.4800  5.1874689  0.001875  10.5050  0.031826  1000
    1.4800  5.1874576  0.008086  10.0670  0.031826  1000
    1.4800  5.1871811  0.003335   7.3580  0.031826  1000
    1.4800  5.1872340  0.007705  13.7892  0.031826  1000
    1.4800  5.1870079  0.006416  23.4467  0.031826  1000
    1.4800  5.1871381  0.005262  11.3681  0.031826  1000
    1.4800  5.1869151  0.009209  17.4814  0.031826  1000
    1.4800  5.1867791  0.001028   6.7103  0.031826  1000
    1.4800  5.1867860  0.002638  19.5802  0.031826  1000
    1.4800  5.1867044  0.056022  25.5115  0.031826  1000
    1.4900  5.1843196  0.002688   8.8930  0.032518  1000
    1.4900  5.1843588  0.003384   4.9737  0.032518  1000
    1.4900  5.1842718  0.007439  27.1121  0.032518  1000
    1.4900  5.1840338  0.007137   9.7439  0.032518  1000
    1.4900  5.1840355  0.007955   7.6518  0.032518  1000
    1.4900  5.1838417  0.000571   6.3934  0.032518  1000
    1.4900  5.1838003  0.017412  16.4313  0.032518  1000
    1.5000  5.1813832  0.001001   7.6087  0.033230  1000
    1.5000  5.1812604  0.001653  11.2484  0.033230  1000
    1.5000  5.1809042  0.001369  10.9904  0.033230  1000
    1.5000  5.1807239  0.006071   7.7303  0.033230  1000
    1.5000  5.1803137  0.002048  13.8109  0.033230  1000
    1.5000  5.1801610  0.006701   4.6649  0.033230  1000
    1.5000  5.1800330  0.001663  13.0488  0.033230  1000
    1.5000  5.1797933  0.005122   5.5804  0.033230  1000
    1.5000  5.1796687  0.053536  27.3893  0.033230  1000
    1.5100  5.1770427  0.007449  20.1806  0.033972  1000
    1.5100  5.1771707  0.006710   9.7502  0.033972  1000
    1.5100  5.1769351  0.013303  11.6865  0.033972  1000
    1.5200  5.1742990  0.001360  10.1070  0.034729  1000
    1.5200  5.1743069  0.009626  11.0048  0.034729  1000
    1.5200  5.1741172  0.005403  25.3112  0.034729  1000
    1.5200  5.1740411  0.049558  26.6631  0.034729  1000
    1.5300  5.1713403  0.006585  24.6928  0.035502  1000
    1.5300  5.1712217  0.004372  12.3207  0.035502  1000
    1.5300  5.1710328  0.001086   8.8375  0.035502  1000
    1.5300  5.1709223  0.001490  11.1999  0.035502  1000
    1.5300  5.1709084  0.004551   7.6149  0.035502  1000
    1.5300  5.1705875  0.000978   9.2868  0.035502  1000
    1.5300  5.1704856  0.031444  23.6527  0.035502  1000
    1.5400  5.1677065  0.002298  14.2391  0.036296  1000
    1.5400  5.1676540  0.005463   9.2885  0.036296  1000
    1.5400  5.1675285  0.003188  12.8259  0.036296  1000
    1.5400  5.1673800  0.002250  15.5726  0.036296  1000
    1.5400  5.1674415  0.003959  12.1745  0.036296  1000
    1.5400  5.1671828  0.054138  26.2487  0.036296  1000
    1.5500  5.1643238  0.003546  12.6229  0.037108  1000
    1.5500  5.1643479  0.004117  10.0693  0.037108  1000
    1.5500  5.1640908  0.004319  15.0926  0.037108  1000
    1.5500  5.1639560  0.003035  12.8325  0.037108  1000
    1.5500  5.1638528  0.006006  16.6054  0.037108  1000
    1.5500  5.1637914  0.004920   2.6032  0.037108  1000
    1.5500  5.1637086  0.004087  22.8068  0.037108  1000
    1.5500  5.1635792  0.038102  17.1523  0.037108  1000
    1.5600  5.1606424  0.002997  14.2099  0.037941  1000
    1.5600  5.1604773  0.006452  11.6656  0.037941  1000
    1.5600  5.1601710  0.001147   6.9381  0.037941  1000
    1.5600  5.1598069  0.005906   1.9172  0.037941  1000
    1.5600  5.1595983  0.044706  21.8111  0.037941  1000
    1.5700  5.1565810  0.001631   9.2974  0.038797  1000
    1.5700  5.1565447  0.007905  12.9732  0.038797  1000
    1.5700  5.1563954  0.000585   6.9472  0.038797  1000
    1.5700  5.1564949  0.008261  11.6139  0.038797  1000
    1.5700  5.1563369  0.003961  20.4878  0.038797  1000
    1.5700  5.1562646  0.000719   6.6360  0.038797  1000
    1.5700  5.1563297  0.009810  12.7756  0.038797  1000
    1.5700  5.1561406  0.001923  14.1448  0.038797  1000
    1.5700  5.1561241  0.008799  21.6357  0.038797  1000
    1.5700  5.1559771  0.000387   3.5392  0.038797  1000
    1.5700  5.1560906  0.009550  15.5996  0.038797  1000
    1.5700  5.1559429  0.000721   6.2007  0.038797  1000
    1.5700  5.1558488  0.006967  23.5115  0.038797  1000
    1.5700  5.1557739  0.004101   0.9638  0.038797  1000
    1.5700  5.1556893  0.006545  21.1464  0.038797  1000
    1.5700  5.1555439  0.009765  27.1116  0.038797  1000
    1.5700  5.1553743  0.006809  11.7023  0.038797  1000
    1.5700  5.1553926  0.007365  14.5500  0.038797  1000
    1.5700  5.1552412  0.008798  25.8086  0.038797  1000
    1.5700  5.1552260  0.005651  11.7782  0.038797  1000
    1.5700  5.1549538  0.003352  13.5678  0.038797  1000
    1.5700  5.1548901  0.000840   7.5255  0.038797  1000
    1.5700  5.1549213  0.005075   8.8818  0.038797  1000
    1.5700  5.1545713  0.054637  22.0758  0.038797  1000
    1.5800  5.1513344  0.006299  24.5935  0.039690  1000
    1.5800  5.1513425  0.005633  15.7206  0.039690  1000
    1.5800  5.1510324  0.033552  22.8910  0.039690  1000
    1.5900  5.1477879  0.007997  28.1096  0.040604  1000
    1.5900  5.1475402  0.005681  16.6801  0.040604  1000
    1.5900  5.1473655  0.003267  13.0490  0.040604  1000
    1.5900  5.1471550  0.000470   3.7346  0.040604  1000
    1.5900  5.1470850  0.009590  13.0430  0.040604  1000
    1.5900  5.1469172  0.004833  19.3589  0.040604  1000
    1.5900  5.1467963  0.006958  15.6796  0.040604  1000
    1.5900  5.1467410  0.000475   6.7190  0.040604  1000
    1.5900  5.1467898  0.009964  11.0198  0.040604  1000
    1.5900  5.1467496  0.003364  25.0167  0.040604  1000
    1.5900  5.1465821  0.017701  15.2063  0.040604  1000
    1.6000  5.1431675  0.004371  22.0114  0.041546  1000
    1.6000  5.1431319  0.005633  13.0767  0.041546  1000
    1.6000  5.1428964  0.004994  19.4771  0.041546  1000
    1.6000  5.1427769  0.002492  14.5974  0.041546  1000
    1.6000  5.1427869  0.008686   9.6504  0.041546  1000
    1.6000  5.1425779  0.001078   9.7819  0.041546  1000
    1.6000  5.1425944  0.004619  12.1185  0.041546  1000
    1.6000  5.1423846  0.000518   2.9073  0.041546  1000
    1.6000  5.1423986  0.000694   8.8396  0.041546  1000
    1.6000  5.1423381  0.059081  13.4130  0.041546  1000
    1.6100  5.1388064  0.001490   8.2697  0.042513  1000
    1.6100  5.1389013  0.007809  10.2633  0.042513  1000
    1.6100  5.1386080  0.009847  13.5940  0.042513  1000
    1.6100  5.1385270  0.004416  14.5922  0.042513  1000
    1.6100  5.1384058  0.000715   4.9807  0.042513  1000
    1.6100  5.1384293  0.006414   9.5901  0.042513  1000
    1.6100  5.1382031  0.005531  19.4313  0.042513  1000
    1.6100  5.1381809  0.048753  18.7878  0.042513  1000
    1.6200  5.1345184  0.003021   8.3005  0.043508  1000
    1.6200  5.1342795  0.003854  16.9539  0.043508  1000
    1.6200  5.1341626  0.004687   4.0807  0.043508  1000
    1.6200  5.1340642  0.008040  22.8701  0.043508  1000
    1.6200  5.1340001  0.008745   7.9781  0.043508  1000
    1.6200  5.1337051  0.001762  10.3377  0.043508  1000
    1.6200  5.1336342  0.004299   8.8792  0.043508  1000
    1.6200  5.1332608  0.009277  26.1017  0.043508  1000
    1.6200  5.1331974  0.000213   3.0494  0.043508  1000
    1.6200  5.1332106  0.007965  27.2393  0.043508  1000
    1.6200  5.1330220  0.000069   0.5602  0.043508  1000
    1.6200  5.1331001  0.006022   8.5157  0.043508  1000
    1.6200  5.1327920  0.006051  28.7372  0.043508  1000
    1.6200  5.1329016  0.007020   9.9983  0.043508  1000
    1.6200  5.1326829  0.007744   7.5262  0.043508  1000
    1.6200  5.1324060  0.001447   9.8513  0.043508  1000
    1.6200  5.1322711  0.050691  24.7206  0.043508  1000
    1.6300  5.1284195  0.008873  18.1215  0.044542  1000
    1.6300  5.1285074  0.006835   9.0223  0.044542  1000
    1.6300  5.1282986  0.002146  14.5937  0.044542  1000
    1.6300  5.1282747  0.043686  20.6019  0.044542  1000
    1.6400  5.1243806  0.000894   8.4448  0.045595  1000
    1.6400  5.1244555  0.008999  19.8517  0.045595  1000
    1.6400  5.1242703  0.047706  17.2133  0.045595  1000
    1.6500  5.1203449  0.000845   6.3078  0.046667  1000
    1.6500  5.1200644  0.004119   8.7155  0.046667  1000
    1.6500  5.1194197  0.001872   0.8615  0.046667  1000
    1.6500  5.1193240  0.003960  16.6969  0.046667  1000
    1.6500  5.1193234  0.006333  12.2046  0.046667  1000
    1.6500  5.1192074  0.004767  15.5888  0.046667  1000
    1.6500  5.1190977  0.003291   0.6252  0.046667  1000
    1.6500  5.1189478  0.002056  11.0263  0.046667  1000
    1.6500  5.1189828  0.007971  15.1587  0.046667  1000
    1.6500  5.1188246  0.017009  20.7015  0.046667  1000
    1.6600  5.1147510  0.007436  23.6840  0.047773  1000
    1.6600  5.1146160  0.002926   8.3175  0.047773  1000
    1.6600  5.1141955  0.007155  20.7455  0.047773  1000
    1.6600  5.1140172  0.000872   7.6870  0.047773  1000
    1.6600  5.1140179  0.005779  27.5332  0.047773  1000
    1.6600  5.1139012  0.002905  15.0554  0.047773  1000
    1.6600  5.1138650  0.000343   2.1568  0.047773  1000
    1.6600  5.1138351  0.046839  31.2447  0.047773  1000
    1.6700  5.1096183  0.036652  25.4362  0.048907  1000
    1.6800  5.1053752  0.001459   7.1686  0.050059  1000
    1.6800  5.1051122  0.004711   8.7643  0.050059  1000
    1.6800  5.1046937  0.009793  15.4254  0.050059  1000
    1.6800  5.1045011  0.004733  20.5271  0.050059  1000
    1.6800  5.1044559  0.003207   6.4655  0.050059  1000
