#  foam_annealed3_s3.fe
  D_time     energy      minL    scale         p cells
    0.1900  5.3205697  0.088718  12.4795  0.000852  1000
    0.1900  5.3205696  0.087980  10.4450  0.000852  1000
    0.1900  5.3205696  0.087136   9.3490  0.000852  1000
    0.1900  5.3205696  0.086909   6.6802  0.000852  1000
    0.1900  5.3205696  0.086773   4.7037  0.000852  1000
    0.1900  5.3205695  0.086522   6.7391  0.000852  1000
#
    0.2000  5.3200296  0.084537  11.7460  0.000899  1000
    0.2000  5.3200296  0.083528  11.2527  0.000899  1000
    0.2000  5.3200295  0.082818   6.5009  0.000899  1000
    0.2000  5.3200295  0.082006  10.6802  0.000899  1000
    0.2000  5.3200295  0.081845   1.5961  0.000899  1000
    0.2000  5.3200294  0.081362   4.9966  0.000899  1000
#
    0.2100  5.3194879  0.079327  12.1546  0.000947  1000
    0.2100  5.3194879  0.078284  12.6655  0.000947  1000
    0.2100  5.3194878  0.077118  10.2479  0.000947  1000
    0.2100  5.3194878  0.076421   3.3209  0.000947  1000
    0.2100  5.3194878  0.076193   3.6100  0.000947  1000
    0.2100  5.3194878  0.075918   4.8078  0.000947  1000
#
    0.2200  5.3189447  0.073139  10.6762  0.000997  1000
    0.2200  5.3189446  0.071559  12.6984  0.000997  1000
    0.2200  5.3189446  0.070103   4.0498  0.000997  1000
    0.2200  5.3189446  0.069460  11.1664  0.000997  1000
    0.2200  5.3189445  0.068243   5.9825  0.000997  1000
    0.2200  5.3189445  0.067769   3.8096  0.000997  1000
#
    0.2300  5.3183999  0.065029  11.4994  0.001049  1000
    0.2300  5.3183998  0.062546   5.7202  0.001049  1000
    0.2300  5.3183997  0.060660   6.2354  0.001049  1000
    0.2300  5.3183997  0.058373   5.0061  0.001049  1000
    0.2300  5.3183997  0.056039   4.2087  0.001049  1000
    0.2300  5.3183996  0.055113   5.8080  0.001049  1000
#
    0.2400  5.3178534  0.051975   8.2687  0.001103  1000
    0.2400  5.3178533  0.048765   2.5255  0.001103  1000
    0.2400  5.3178533  0.047048   5.9355  0.001103  1000
    0.2400  5.3178533  0.046416   0.2760  0.001103  1000
    0.2400  5.3178532  0.045768   0.9454  0.001103  1000
    0.2400  5.3178532  0.040381   3.7423  0.001103  1000
#
    0.2500  5.3173053  0.036913   2.2574  0.001158  1000
    0.2500  5.3173052  0.029966   3.4266  0.001158  1000
    0.2500  5.3173051  0.026703   1.2473  0.001158  1000
    0.2500  5.3173051  0.024975   1.0376  0.001158  1000
    0.2500  5.3173050  0.024180   0.9130  0.001158  1000
    0.2500  5.3173045  0.001446   6.6557  0.001158  1000
#
    0.2500  5.3173435  0.099397  68.2428  0.001158  1000
    0.2500  5.3173064  0.107446  63.7660  0.001158  1000
    0.2500  5.3172972  0.104818  49.5212  0.001158  1000
    0.2500  5.3172931  0.106769  57.5051  0.001158  1000
    0.2500  5.3172903  0.104736  42.3145  0.001158  1000
    0.2500  5.3172889  0.105922  26.8091  0.001158  1000
#
# nndmp := 2
    0.2600  5.3167765  0.099975  73.0167  0.001216  1000
    0.2600  5.3167529  0.103057  55.5641  0.001216  1000
    0.2600  5.3167458  0.102122  62.6114  0.001216  1000
    0.2600  5.3167418  0.102737  35.3963  0.001216  1000
    0.2600  5.3167397  0.101773  47.2143  0.001216  1000
    0.2600  5.3167383  0.102246  23.4299  0.001216  1000
#
    0.2700  5.3161859  0.097826  34.3380  0.001275  1000
    0.2700  5.3161852  0.099281  31.5021  0.001275  1000
    0.2700  5.3161847  0.097571  25.8135  0.001275  1000
    0.2700  5.3161844  0.098239  20.9732  0.001275  1000
    0.2700  5.3161841  0.097632  24.7163  0.001275  1000
    0.2700  5.3161838  0.097899  18.1371  0.001275  1000
#
    0.2800  5.3156303  0.094998  29.1832  0.001336  1000
    0.2800  5.3156301  0.093771  17.2458  0.001336  1000
    0.2800  5.3156300  0.093727  13.5611  0.001336  1000
    0.2800  5.3156299  0.093821  16.9937  0.001336  1000
    0.2800  5.3156297  0.093616  12.1157  0.001336  1000
    0.2800  5.3156297  0.093606  12.9526  0.001336  1000
#
    0.2900  5.3150744  0.090651  19.6015  0.001399  1000
    0.2900  5.3150743  0.089883   8.5826  0.001399  1000
    0.2900  5.3150742  0.089615  15.2712  0.001399  1000
    0.2900  5.3150741  0.089431   7.6028  0.001399  1000
    0.2900  5.3150741  0.089290  11.2751  0.001399  1000
    0.2900  5.3150740  0.089160  12.7825  0.001399  1000
#
    0.3000  5.3145172  0.086284  20.4092  0.001464  1000
    0.3000  5.3145171  0.085490  17.2991  0.001464  1000
    0.3000  5.3145170  0.084692  12.7669  0.001464  1000
    0.3000  5.3145169  0.084574  13.0175  0.001464  1000
    0.3000  5.3145169  0.084368  10.4521  0.001464  1000
    0.3000  5.3145169  0.084276   7.9668  0.001464  1000
#
    0.3100  5.3139583  0.081128  17.6704  0.001530  1000
    0.3100  5.3139583  0.079972  10.8878  0.001530  1000
    0.3100  5.3139582  0.079377   9.2332  0.001530  1000
    0.3100  5.3139582  0.079126  11.4913  0.001530  1000
    0.3100  5.3139581  0.078424  13.2251  0.001530  1000
    0.3100  5.3139581  0.078472  11.7219  0.001530  1000
#
    0.3200  5.3133979  0.075277  22.7257  0.001599  1000
    0.3200  5.3133978  0.073543  13.8195  0.001599  1000
    0.3200  5.3133977  0.072816   9.4384  0.001599  1000
    0.3200  5.3133977  0.071425  12.4223  0.001599  1000
    0.3200  5.3133976  0.071024   6.4597  0.001599  1000
    0.3200  5.3133976  0.070754   7.0966  0.001599  1000
#
    0.3300  5.3128355  0.067115  18.0048  0.001669  1000
    0.3300  5.3128355  0.064253  11.3670  0.001669  1000
    0.3300  5.3128354  0.063111   6.9285  0.001669  1000
    0.3300  5.3128354  0.062306   5.7929  0.001669  1000
    0.3300  5.3128353  0.060720   5.9239  0.001669  1000
    0.3300  5.3128353  0.059914   6.9162  0.001669  1000
#
    0.3400  5.3122715  0.055499  20.5219  0.001742  1000
    0.3400  5.3122714  0.051681  16.0191  0.001742  1000
    0.3400  5.3122713  0.048814   8.8310  0.001742  1000
    0.3400  5.3122713  0.045989   7.8619  0.001742  1000
    0.3400  5.3122713  0.042979   4.1864  0.001742  1000
    0.3400  5.3122712  0.038700  10.5510  0.001742  1000
#
    0.3500  5.3117055  0.028858  16.4091  0.001816  1000
    0.3500  5.3117051  0.003208   8.4755  0.001816  1000
#
    0.3500  5.3117401  0.128309  45.2500  0.001816  1000
    0.3500  5.3116999  0.128849  63.4991  0.001816  1000
    0.3500  5.3116906  0.128124  51.4094  0.001816  1000
    0.3500  5.3116864  0.128596  58.4934  0.001816  1000
    0.3500  5.3116841  0.127923  47.5407  0.001816  1000
    0.3500  5.3116825  0.128257  32.8496  0.001816  1000
#
# nndmp := 3
    0.3600  5.3111483  0.130029  80.0957  0.001892  1000
    0.3600  5.3111265  0.130048  63.9092  0.001892  1000
    0.3600  5.3111198  0.129654  55.6027  0.001892  1000
    0.3600  5.3111163  0.129676  43.6610  0.001892  1000
    0.3600  5.3111144  0.129582  36.9309  0.001892  1000
    0.3600  5.3111131  0.129584  21.6744  0.001892  1000
#
    0.3700  5.3105416  0.129321  35.0123  0.001970  1000
    0.3700  5.3105408  0.129793  29.1016  0.001970  1000
    0.3700  5.3105404  0.129296  24.1551  0.001970  1000
    0.3700  5.3105400  0.129710  27.5391  0.001970  1000
    0.3700  5.3105397  0.129168  16.0674  0.001970  1000
    0.3700  5.3105395  0.129675  22.8902  0.001970  1000
#
    0.3800  5.3099669  0.128356  30.7320  0.002051  1000
    0.3800  5.3099666  0.128451  19.0619  0.002051  1000
    0.3800  5.3099665  0.128005  13.9219  0.002051  1000
    0.3800  5.3099664  0.128304  13.5441  0.002051  1000
    0.3800  5.3099663  0.128107  15.1837  0.002051  1000
    0.3800  5.3099662  0.128330  15.1397  0.002051  1000
#
    0.3900  5.3093916  0.124941  26.3370  0.002133  1000
    0.3900  5.3093915  0.124283   7.9688  0.002133  1000
    0.3900  5.3093914  0.124265  14.2220  0.002133  1000
    0.3900  5.3093913  0.124354  10.4810  0.002133  1000
    0.3900  5.3093913  0.124320  17.8305  0.002133  1000
    0.3900  5.3093912  0.124399  13.9490  0.002133  1000
#
    0.4000  5.3088147  0.121096  27.2691  0.002217  1000
    0.4000  5.3088146  0.120456   7.6596  0.002217  1000
    0.4000  5.3088146  0.120403  14.5895  0.002217  1000
    0.4000  5.3088145  0.120476   7.5089  0.002217  1000
    0.4000  5.3088145  0.120383  14.4623  0.002217  1000
    0.4000  5.3088144  0.120408   5.8396  0.002217  1000
#
    0.4100  5.3082360  0.117046  19.6541  0.002303  1000
    0.4100  5.3082359  0.116661  15.8935  0.002303  1000
    0.4100  5.3082359  0.116518   9.3139  0.002303  1000
    0.4100  5.3082358  0.116397  14.4103  0.002303  1000
    0.4100  5.3082358  0.116306   3.6337  0.002303  1000
    0.4100  5.3082357  0.116311   8.3460  0.002303  1000
#
    0.4200  5.3076555  0.112969  25.0499  0.002391  1000
    0.4200  5.3076554  0.112344   9.3253  0.002391  1000
    0.4200  5.3076553  0.112211   4.2824  0.002391  1000
    0.4200  5.3076553  0.112233  14.0327  0.002391  1000
    0.4200  5.3076553  0.112126   8.8791  0.002391  1000
    0.4200  5.3076552  0.112135   5.2762  0.002391  1000
#
    0.4300  5.3070730  0.108656  22.1352  0.002481  1000
    0.4300  5.3070729  0.108022   9.5574  0.002481  1000
    0.4300  5.3070729  0.107861   6.5301  0.002481  1000
    0.4300  5.3070728  0.107922   3.5417  0.002481  1000
    0.4300  5.3070728  0.107738   5.7944  0.002481  1000
    0.4300  5.3070728  0.107844   2.7442  0.002481  1000
#
    0.4400  5.3064885  0.104289  22.2307  0.002573  1000
    0.4400  5.3064884  0.103839  14.6356  0.002573  1000
    0.4400  5.3064884  0.103502   6.0222  0.002573  1000
    0.4400  5.3064883  0.103498   8.2518  0.002573  1000
    0.4400  5.3064883  0.103359   4.9005  0.002573  1000
    0.4400  5.3064883  0.103320  10.9759  0.002573  1000
#
    0.4500  5.3059020  0.099664  22.9667  0.002667  1000
    0.4500  5.3059019  0.099035  11.8994  0.002667  1000
    0.4500  5.3059019  0.098855   8.9786  0.002667  1000
    0.4500  5.3059019  0.098761   6.1595  0.002667  1000
    0.4500  5.3059019  0.098706   4.0131  0.002667  1000
    0.4500  5.3059019  0.098663   1.4517  0.002667  1000
#
    0.4600  5.3053134  0.094894  17.9761  0.002763  1000
    0.4600  5.3053133  0.094200   8.8262  0.002763  1000
    0.4600  5.3053133  0.093823   6.5321  0.002763  1000
    0.4600  5.3053133  0.093823   7.2906  0.002763  1000
    0.4600  5.3053132  0.093720   6.6104  0.002763  1000
    0.4600  5.3053132  0.093647   5.1201  0.002763  1000
#
    0.4700  5.3047226  0.089879  16.8957  0.002861  1000
    0.4700  5.3047225  0.089299   5.7073  0.002861  1000
    0.4700  5.3047225  0.088640   6.2705  0.002861  1000
    0.4700  5.3047224  0.088718  11.1926  0.002861  1000
    0.4700  5.3047224  0.088533   7.9608  0.002861  1000
    0.4700  5.3047224  0.088499   7.0091  0.002861  1000
#
    0.4800  5.3041298  0.084738  15.9545  0.002962  1000
    0.4800  5.3041297  0.083922   8.8731  0.002962  1000
    0.4800  5.3041296  0.083403   5.6307  0.002962  1000
    0.4800  5.3041296  0.083253   7.8025  0.002962  1000
    0.4800  5.3041296  0.083097   5.8714  0.002962  1000
    0.4800  5.3041296  0.083063   6.1754  0.002962  1000
#
    0.4900  5.3035348  0.079328  16.3722  0.003064  1000
    0.4900  5.3035347  0.078352   8.2522  0.003064  1000
    0.4900  5.3035346  0.077675   4.8073  0.003064  1000
    0.4900  5.3035346  0.077533   6.1989  0.003064  1000
    0.4900  5.3035346  0.077404   4.2408  0.003064  1000
    0.4900  5.3035346  0.077310   2.6073  0.003064  1000
#
    0.5000  5.3029376  0.073481  17.5110  0.003169  1000
    0.5000  5.3029375  0.071865   6.3107  0.003169  1000
    0.5000  5.3029375  0.071348  15.1444  0.003169  1000
    0.5000  5.3029374  0.071235   7.3552  0.003169  1000
    0.5000  5.3029374  0.070950   8.9509  0.003169  1000
    0.5000  5.3029374  0.070919   4.0932  0.003169  1000
#
    0.5100  5.3023382  0.066892  14.9967  0.003275  1000
    0.5100  5.3023381  0.065262   7.3843  0.003275  1000
    0.5100  5.3023380  0.064884   5.6855  0.003275  1000
    0.5100  5.3023380  0.064702   8.8673  0.003275  1000
    0.5100  5.3023380  0.064488   7.2715  0.003275  1000
    0.5100  5.3023380  0.064431   5.1946  0.003275  1000
#
    0.5200  5.3017365  0.060295  16.3603  0.003384  1000
    0.5200  5.3017364  0.058474   9.6378  0.003384  1000
    0.5200  5.3017364  0.058030  10.5357  0.003384  1000
    0.5200  5.3017364  0.057809   8.9818  0.003384  1000
    0.5200  5.3017363  0.057342   7.8825  0.003384  1000
    0.5200  5.3017363  0.057135   2.9026  0.003384  1000
#
    0.5300  5.3011326  0.052535  16.3215  0.003495  1000
    0.5300  5.3011325  0.051018  12.4078  0.003495  1000
    0.5300  5.3011325  0.049924   5.5552  0.003495  1000
    0.5300  5.3011324  0.049532   8.1730  0.003495  1000
    0.5300  5.3011324  0.049282   6.8385  0.003495  1000
    0.5300  5.3011324  0.048771   6.9015  0.003495  1000
#
    0.5400  5.3005263  0.043740  17.3452  0.003608  1000
    0.5400  5.3005262  0.041601  11.5055  0.003608  1000
    0.5400  5.3005261  0.040505   7.4671  0.003608  1000
    0.5400  5.3005261  0.039697   3.4793  0.003608  1000
    0.5400  5.3005261  0.039249   4.3483  0.003608  1000
    0.5400  5.3005261  0.039035   5.3070  0.003608  1000
#
    0.5500  5.2999176  0.033793  14.8829  0.003723  1000
    0.5500  5.2999175  0.031543   9.8612  0.003723  1000
    0.5500  5.2999174  0.030049   9.0893  0.003723  1000
    0.5500  5.2999174  0.028989   7.6777  0.003723  1000
    0.5500  5.2999173  0.027917   3.1584  0.003723  1000
    0.5500  5.2999173  0.026504   5.1498  0.003723  1000
#
    0.5600  5.2993063  0.021000  11.9249  0.003840  1000
    0.5600  5.2993061  0.017349   6.6933  0.003840  1000
    0.5600  5.2993061  0.013427   8.4717  0.003840  1000
    0.5600  5.2993060  0.011194  13.1757  0.003840  1000
    0.5600  5.2993059  0.009369   5.7409  0.003840  1000
#
    0.5600  5.2993968  0.008118   9.8128  0.003840  1000
#
    0.5600  5.2992224  0.094384  65.5868  0.003840  1000
    0.5600  5.2991815  0.105630  59.2293  0.003840  1000
    0.5600  5.2991729  0.100348  51.4437  0.003840  1000
    0.5600  5.2991688  0.104740  42.3844  0.003840  1000
    0.5600  5.2991662  0.101924  39.1617  0.003840  1000
    0.5600  5.2991646  0.104551  35.8520  0.003840  1000
#
# nndmp := 4
    0.5700  5.2985872  0.089518  69.4161  0.003960  1000
    0.5700  5.2985610  0.098889  58.0751  0.003960  1000
    0.5700  5.2985533  0.095120  53.7940  0.003960  1000
    0.5700  5.2985494  0.098956  48.4152  0.003960  1000
    0.5700  5.2985472  0.096493  37.6568  0.003960  1000
    0.5700  5.2985458  0.098479  44.4581  0.003960  1000
#
    0.5800  5.2979242  0.091143  35.5724  0.004082  1000
    0.5800  5.2979234  0.094557  36.2245  0.004082  1000
    0.5800  5.2979228  0.091485  31.1644  0.004082  1000
    0.5800  5.2979224  0.093079  23.5083  0.004082  1000
    0.5800  5.2979220  0.091967  24.8587  0.004082  1000
    0.5800  5.2979217  0.092634  18.6850  0.004082  1000
#
    0.5900  5.2972985  0.088354  28.4924  0.004206  1000
    0.5900  5.2972982  0.086275  14.4582  0.004206  1000
    0.5900  5.2972981  0.086410  22.3215  0.004206  1000
    0.5900  5.2972980  0.086341  14.1260  0.004206  1000
    0.5900  5.2972979  0.086133  13.3451  0.004206  1000
    0.5900  5.2972977  0.086058  14.6441  0.004206  1000
#
    0.6000  5.2966722  0.082311  20.1622  0.004333  1000
    0.6000  5.2966720  0.080652  10.4737  0.004333  1000
    0.6000  5.2966719  0.080117  15.4901  0.004333  1000
    0.6000  5.2966718  0.077797  10.4150  0.004333  1000
    0.6000  5.2966717  0.076771   7.2329  0.004333  1000
    0.6000  5.2966717  0.076328   9.1590  0.004333  1000
#
    0.6100  5.2960435  0.071554  17.8806  0.004462  1000
    0.6100  5.2960433  0.067355  14.8938  0.004462  1000
    0.6100  5.2960433  0.064985  12.1717  0.004462  1000
    0.6100  5.2960432  0.060350  12.0458  0.004462  1000
    0.6100  5.2960431  0.057321  13.5847  0.004462  1000
    0.6100  5.2960430  0.052746  12.9097  0.004462  1000
#
    0.6200  5.2954122  0.042547  15.0882  0.004593  1000
    0.6200  5.2954117  0.012177  15.6373  0.004593  1000
    0.6200  5.2954112  0.000163   1.2336  0.004593  1000
#
    0.6200  5.2954636  0.038215  63.6415  0.004593  1000
    0.6200  5.2954309  0.002512  15.7140  0.004593  1000
#
    0.6200  5.2954393  0.071670  61.2584  0.004593  1000
    0.6200  5.2953959  0.076840  69.5474  0.004593  1000
    0.6200  5.2953847  0.079552  41.9649  0.004593  1000
    0.6200  5.2953800  0.079764  57.3522  0.004593  1000
    0.6200  5.2953768  0.079168  39.3049  0.004593  1000
    0.6200  5.2953753  0.079413  35.4450  0.004593  1000
#
# nndmp := 5
    0.6300  5.2947826  0.065221  69.7664  0.004727  1000
    0.6300  5.2947548  0.056949  53.9376  0.004727  1000
    0.6300  5.2947472  0.050324  44.1513  0.004727  1000
    0.6300  5.2947426  0.012041  20.7847  0.004727  1000
    0.6300  5.2947416  0.000150   0.2784  0.004727  1000
#
    0.6300  5.2947851  0.053980  62.4927  0.004727  1000
    0.6300  5.2947421  0.034302  52.8243  0.004727  1000
    0.6300  5.2947332  0.001761  11.6955  0.004727  1000
#
    0.6300  5.2947627  0.089545  58.2072  0.004727  1000
    0.6300  5.2947195  0.093751  67.9207  0.004727  1000
    0.6300  5.2947082  0.092592  43.6589  0.004727  1000
    0.6300  5.2947036  0.093948  48.7331  0.004727  1000
    0.6300  5.2946993  0.093590  32.0297  0.004727  1000
    0.6300  5.2946979  0.093519  42.0036  0.004727  1000
#
# nndmp := 6
    0.6400  5.2940995  0.082032  66.3021  0.004863  1000
    0.6400  5.2940732  0.083322  56.8673  0.004863  1000
    0.6400  5.2940650  0.083359  49.0259  0.004863  1000
    0.6400  5.2940599  0.085286  53.6909  0.004863  1000
    0.6400  5.2940578  0.084968  38.4834  0.004863  1000
    0.6400  5.2940564  0.085896  34.9777  0.004863  1000
#
    0.6500  5.2934112  0.079079  44.0638  0.005002  1000
    0.6500  5.2934103  0.077170  23.7441  0.005002  1000
    0.6500  5.2934098  0.075760  33.2933  0.005002  1000
    0.6500  5.2934092  0.074776  17.0538  0.005002  1000
    0.6500  5.2934089  0.073960  19.3336  0.005002  1000
    0.6500  5.2934087  0.073442  15.6670  0.005002  1000
#
    0.6600  5.2927614  0.068401  32.0630  0.005143  1000
    0.6600  5.2927611  0.061501  19.3103  0.005143  1000
    0.6600  5.2927610  0.056774  15.6774  0.005143  1000
    0.6600  5.2927608  0.050159   8.0396  0.005143  1000
    0.6600  5.2927607  0.042466   9.8100  0.005143  1000
    0.6600  5.2927603  0.006481  15.4870  0.005143  1000
#
    0.6600  5.2928070  0.082437  44.1950  0.005143  1000
    0.6600  5.2927674  0.085151  76.3930  0.005143  1000
    0.6600  5.2927576  0.084608  46.5734  0.005143  1000
    0.6600  5.2927530  0.085064  47.6330  0.005143  1000
    0.6600  5.2927500  0.084375  36.6087  0.005143  1000
    0.6600  5.2927483  0.084492  36.0451  0.005143  1000
#
# nndmp := 7
    0.6700  5.2921411  0.078669  67.4702  0.005286  1000
    0.6700  5.2921121  0.081970  51.1223  0.005286  1000
    0.6700  5.2921044  0.080606  48.9213  0.005286  1000
    0.6700  5.2920996  0.081451  51.4695  0.005286  1000
    0.6700  5.2920975  0.080382  29.1856  0.005286  1000
    0.6700  5.2920960  0.080777  36.9498  0.005286  1000
#
    0.6800  5.2914407  0.076278  34.2740  0.005432  1000
    0.6800  5.2914396  0.077229  23.6301  0.005432  1000
    0.6800  5.2914391  0.075816  23.9127  0.005432  1000
    0.6800  5.2914387  0.076374  20.5058  0.005432  1000
    0.6800  5.2914385  0.075671  24.7540  0.005432  1000
    0.6800  5.2914381  0.076494  13.4227  0.005432  1000
#
    0.6900  5.2907807  0.072797  29.5196  0.005581  1000
    0.6900  5.2907804  0.069658  14.4081  0.005581  1000
    0.6900  5.2907802  0.069071  15.4949  0.005581  1000
    0.6900  5.2907800  0.068639   7.8922  0.005581  1000
